"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"8p3/2","4d3/2","0.5157328","0.0196953","0.516(20)","2069.5523","0.0258","2069.55(3)","15199.4412","1160.901886","1.52(12)E+04","0.01621008277595929","0.0012776456971002356","0.0162(13)","","","",""
"8p3/2","4d5/2","1.5478571","0.0588245","1.548(59)","2069.0941","0.0258","2069.09(3)","137002.4471","10413.237014","1.37(10)E+05","0.14611201675654645","0.009970737965945251","0.146(10)","","","",""
"8p3/2","5d3/2","1.8456238","0.0653088","1.846(65)","4891.5006","0.1437","4891.5(1)","14742.3709","1043.340795","1.47(10)E+04","0.015722620965446375","0.001157395001602403","0.0157(12)","","","",""
"8p3/2","5d5/2","5.5388932","0.1946008","5.54(19)","4890.2958","0.1437","4890.3(1)","132876.4216","9336.839452","1.329(93)E+05","0.1417116434375888","0.00908047728585206","0.1417(91)","","","",""
"8p3/2","6d3/2","15.9419130","0.5464400","15.94(55)","18728.5593","2.1072","18729(2)","19596.3448","1343.421767","1.96(13)E+04","0.020899345415859007","0.001488279024337961","0.0209(15)","","","",""
"8p3/2","6d5/2","47.8028350","1.6340630","47.8(16)","18719.2478","2.1051","18719(2)","176461.2876","12064.237268","1.76(12)E+05","0.18819455533884288","0.011106105894987844","0.188(11)","","","",""
"9p1/2","4s1/2","0.0148029","0.0025540","0.0148(26)","303.5804","0.0000","303.5804","7934.3204","2737.876279","7.9(27)E+03","0.013393665429617983","0.0045731100305405874","0.0134(46)","","","",""
"9p1/2","5s1/2","0.1201116","0.0017854","0.1201(18)","839.3732","0.0004","839.3732(4)","24713.9376","734.721114","2.471(73)E+04","0.041718785467733735","0.0016201633143075667","0.0417(16)","","","",""
"9p1/2","6s1/2","0.3726692","0.0032940","0.3727(33)","1821.6620","0.0014","1821.662(1)","23274.5303","411.444270","2.327(41)E+04","0.039288969312394464","0.0012337385312354084","0.0393(12)","","","",""
"9p1/2","7s1/2","1.0816936","0.0100480","1.082(10)","3751.0020","0.0060","3751.002(6)","22459.6991","417.262455","2.246(42)E+04","0.03791347948694082","0.0012091327471709385","0.0379(12)","","","",""
"9p1/2","8s1/2","3.9746108","0.0240315","3.975(24)","8511.8966","0.0307","8511.90(3)","25950.6063","313.807956","2.595(31)E+04","0.0438063651547264","0.001263211729429125","0.0438(13)","","","",""
"9p1/2","9s1/2","49.1958390","0.1026620","49.20(10)","34263.9537","0.3617","34264.0(4)","60951.1114","254.393186","6.095(25)E+04","0.1028895670662319","0.002745335650280495","0.1029(27)","","","",""
"9p1/2","3d3/2","0.2240897","0.0117041","0.224(12)","876.9457","0.0004","876.9457(4)","75433.2883","7879.690585","7.54(79)E+04","0.12733645361465834","0.011966168465732724","0.127(12)","","","",""
"9p1/2","4d3/2","0.7292564","0.0289916","0.729(29)","1804.3845","0.0019","1804.385(2)","91708.7004","7291.761748","9.17(73)E+04","0.15481044166419206","0.01101504583003848","0.155(11)","","","",""
"9p1/2","5d3/2","1.9841156","0.0814479","1.984(81)","3630.4817","0.0056","3630.482(6)","83344.7962","6842.603965","8.33(68)E+04","0.14069160994761906","0.010473617683325987","0.141(10)","","","",""
"9p1/2","6d3/2","6.2380410","0.2279694","6.24(23)","8038.3468","0.0274","8038.35(3)","75898.5621","5547.430621","7.59(55)E+04","0.12812186700615613","0.008756804359533599","0.1281(88)","","","",""
"9p1/2","7d3/2","49.9076610","1.6357120","49.9(16)","29260.3596","0.2637","29260.4(3)","100723.9546","6602.409008","1.007(66)E+05","0.17002879584972902","0.010107371871505195","0.170(10)","","","",""
"9p3/2","4s1/2","0.0243687","0.0035360","0.0244(35)","303.5645","0.0000","303.5645","10752.7366","3120.533856","1.08(31)E+04","0.01770346642292926","0.005062705787635127","0.0177(51)","","","",""
"9p3/2","5s1/2","0.1781660","0.0026077","0.1782(26)","839.2518","0.0004","839.2518(4)","27200.7038","796.238065","2.720(80)E+04","0.04478364571336042","0.001628040547335697","0.0448(16)","","","",""
"9p3/2","6s1/2","0.5444414","0.0048213","0.5444(48)","1821.0903","0.0014","1821.090(1)","24860.8020","440.309593","2.486(44)E+04","0.04093119625287577","0.0011788137924562657","0.0409(12)","","","",""
"9p3/2","7s1/2","1.5665902","0.0103738","1.567(10)","3748.5791","0.0060","3748.579(6)","23600.3315","312.557981","2.360(31)E+04","0.03885593888464676","0.001030378758564053","0.0389(10)","","","",""
"9p3/2","8s1/2","5.7088916","0.0336774","5.709(34)","8499.4299","0.0306","8499.43(3)","26886.9488","317.218463","2.689(32)E+04","0.0442670746864831","0.0011443762731155667","0.0443(11)","","","",""
"9p3/2","9s1/2","69.3832200","0.1481130","69.38(15)","34062.8343","0.3574","34062.8(4)","61698.3955","263.423429","6.170(26)E+04","0.10158116135172968","0.0023951581292750855","0.1016(24)","","","",""
"9p3/2","3d3/2","0.1010059","0.0050891","0.1010(51)","876.8132","0.0004","876.8132(4)","7666.1906","772.509534","7.67(77)E+03","0.012621730805766531","0.001289602970105285","0.0126(13)","","","",""
"9p3/2","3d5/2","0.3030911","0.0152095","0.303(15)","876.6358","0.0004","876.6358(4)","69071.0612","6932.148814","6.91(69)E+04","0.11371962831862062","0.010374797033642722","0.114(10)","","","",""
"9p3/2","4d3/2","0.3280734","0.0127534","0.328(13)","1803.8236","0.0019","1803.824(2)","9288.9608","722.191024","9.29(72)E+03","0.015293483962786247","0.001223591336296355","0.0153(12)","","","",""
"9p3/2","4d5/2","0.9846597","0.0381046","0.985(38)","1803.4756","0.0019","1803.476(2)","83723.7864","6479.926808","8.37(65)E+04","0.137844094324408","0.009629588284935138","0.1378(96)","","","",""
"9p3/2","5d3/2","0.8917271","0.0358030","0.892(36)","3628.2119","0.0056","3628.212(6)","8433.2178","677.190357","8.43(68)E+03","0.013884575891670102","0.0011458367336881026","0.0139(11)","","","",""
"9p3/2","5d5/2","2.6763834","0.1068044","2.68(11)","3627.5490","0.0056","3627.549(6)","76008.8434","6066.454400","7.60(61)E+04","0.12514209677606203","0.009125207233084753","0.1251(91)","","","",""
"9p3/2","6d3/2","2.7995212","0.0997445","2.80(10)","8027.2277","0.0273","8027.23(3)","7674.9948","546.906752","7.67(55)E+03","0.012636226183138413","0.0009363473345679345","0.01264(94)","","","",""
"9p3/2","6d5/2","8.4016872","0.2970295","8.40(30)","8025.5166","0.0273","8025.52(3)","69170.5665","4890.850732","6.92(49)E+04","0.11388345541402824","0.007556069137798546","0.1139(76)","","","",""
"9p3/2","7d3/2","22.2148580","0.7312140","22.21(73)","29113.5647","0.2611","29113.6(3)","10129.9720","666.867009","1.013(67)E+04","0.01667813741160557","0.001147112385531228","0.0167(11)","","","",""
"9p3/2","7d5/2","66.6150300","2.1854880","66.6(22)","29100.3821","0.2609","29100.4(3)","91212.7813","5984.969330","9.12(60)E+04","0.15017408759988915","0.008952323497481617","0.1502(90)","","","",""
"10p1/2","4s1/2","0.0105428","0.0020995","0.0105(21)","299.3095","0.0000","299.3095","4199.4041","1672.544084","4.2(17)E+03","0.01023375452597852","0.004042688054967876","0.0102(40)","","","",""
"10p1/2","5s1/2","0.0867351","0.0014325","0.0867(14)","807.5144","0.0004","807.5144(4)","14473.5878","478.085908","1.447(48)E+04","0.03527146743551739","0.0014479606765598755","0.0353(14)","","","",""
"10p1/2","6s1/2","0.2472704","0.0025761","0.2473(26)","1677.9874","0.0012","1677.987(1)","13110.3855","273.171915","1.311(27)E+04","0.031949406233262846","0.001048772609252711","0.0319(10)","","","",""
"10p1/2","7s1/2","0.6113607","0.0053007","0.6114(53)","3188.7939","0.0043","3188.794(4)","11677.5837","202.497052","1.168(20)E+04","0.02845773412402274","0.000879304272462625","0.02846(88)","","","",""
"10p1/2","8s1/2","1.5835883","0.0099026","1.5836(99)","6079.5673","0.0157","6079.57(2)","11305.8669","141.397229","1.131(14)E+04","0.027551877293300976","0.0007884527121020928","0.02755(79)","","","",""
"10p1/2","9s1/2","5.4304546","0.0311118","5.430(31)","13125.4352","0.0531","13125.44(5)","13211.9995","151.386706","1.321(15)E+04","0.03219703494119089","0.0009072351786850954","0.03220(91)","","","",""
"10p1/2","10s1/2","63.8145640","0.1294520","63.81(13)","51019.3930","0.8019","51019.4(8)","31064.9789","126.043178","3.106(13)E+04","0.07570392404659038","0.00198151969214581","0.0757(20)","","","",""
"10p1/2","3d3/2","0.1792078","0.0090670","0.1792(91)","842.2299","0.0004","842.2299(4)","54457.6822","5510.561530","5.45(55)E+04","0.1327108655471702","0.012012174407161267","0.133(12)","","","",""
"10p1/2","4d3/2","0.5246176","0.0209078","0.525(21)","1663.3169","0.0016","1663.317(2)","60589.5960","4829.403956","6.06(48)E+04","0.14765405745340301","0.010594291093444704","0.148(11)","","","",""
"10p1/2","5d3/2","1.2556501","0.0527438","1.256(53)","3101.2724","0.0041","3101.272(4)","53549.4306","4498.706226","5.35(45)E+04","0.13049749828904","0.01001252079174874","0.130(10)","","","",""
"10p1/2","6d3/2","2.9902061","0.1242747","2.99(12)","5834.0862","0.0144","5834.09(1)","45616.4032","3791.688368","4.56(38)E+04","0.111165075513423","0.008642439082862725","0.1112(86)","","","",""
"10p1/2","7d3/2","8.7428324","0.3202970","8.74(32)","12318.5038","0.0467","12318.50(5)","41425.4976","3035.277848","4.14(30)E+04","0.10095203138938522","0.007106765784701648","0.1010(71)","","","",""
"10p1/2","8d3/2","66.3359720","2.0890410","66.3(21)","43103.7827","0.5724","43103.8(6)","55665.9149","3506.043504","5.57(35)E+04","0.1356552732077148","0.008096027471770647","0.1357(81)","","","",""
"10p3/2","4s1/2","0.0176877","0.0029081","0.0177(29)","299.2991","0.0000","299.2991","5910.6332","1943.578016","5.9(19)E+03","0.014058013449208538","0.0045684615387148264","0.0141(46)","","","",""
"10p3/2","5s1/2","0.1291604","0.0020807","0.1292(21)","807.4383","0.0004","807.4383(4)","16052.3300","517.187668","1.605(52)E+04","0.038179305459048456","0.001467942233423199","0.0382(15)","","","",""
"10p3/2","6s1/2","0.3624958","0.0037169","0.3625(37)","1677.6586","0.0012","1677.659(1)","14096.2141","289.074900","1.410(29)E+04","0.03352682541215467","0.0010124082327948715","0.0335(10)","","","",""
"10p3/2","7s1/2","0.8890863","0.0076303","0.8891(76)","3187.6067","0.0043","3187.607(4)","12362.3480","212.191834","1.236(21)E+04","0.029402950261923504","0.0008299749123843648","0.02940(83)","","","",""
"10p3/2","8s1/2","2.2887034","0.0142564","2.289(14)","6075.2533","0.0157","6075.25(2)","11832.9539","147.415656","1.183(15)E+04","0.02814382473070355","0.0007262932444942607","0.02814(73)","","","",""
"10p3/2","9s1/2","7.7931653","0.0435922","7.793(44)","13105.3440","0.0529","13105.34(5)","13667.5230","152.902633","1.367(15)E+04","0.032507214590250445","0.0008201398267203224","0.03251(82)","","","",""
"10p3/2","10s1/2","89.9917630","0.1860480","89.99(19)","50717.1661","0.7924","50717.2(8)","31444.7322","130.025354","3.144(13)E+04","0.07478902042254672","0.0017283361354053773","0.0748(17)","","","",""
"10p3/2","3d3/2","0.0806797","0.0039477","0.0807(39)","842.1471","0.0004","842.1471(4)","5520.4191","540.234001","5.52(54)E+03","0.013129917469887526","0.0013027635827060702","0.0131(13)","","","",""
"10p3/2","3d5/2","0.2420630","0.0117993","0.242(12)","841.9834","0.0004","841.9834(4)","49722.5666","4847.427989","4.97(48)E+04","0.11826152728956509","0.010428324400003791","0.118(10)","","","",""
"10p3/2","4d3/2","0.2360427","0.0092095","0.2360(92)","1662.9938","0.0016","1662.994(2)","6136.4414","478.841810","6.14(48)E+03","0.014595081838540672","0.001170416034214293","0.0146(12)","","","",""
"10p3/2","4d5/2","0.7084491","0.0275210","0.708(28)","1662.6979","0.0016","1662.698(2)","55307.5681","4297.047123","5.53(43)E+04","0.1315450492291258","0.00927156508103113","0.1315(93)","","","",""
"10p3/2","5d3/2","0.5645429","0.0232368","0.565(23)","3100.1494","0.0041","3100.149(4)","5418.1790","446.028606","5.42(45)E+03","0.012886746674139258","0.001087503647022644","0.0129(11)","","","",""
"10p3/2","5d5/2","1.6944297","0.0693449","1.694(69)","3099.6654","0.0041","3099.665(4)","48832.6162","3996.970653","4.88(40)E+04","0.11614484458199642","0.008740065348711697","0.1161(87)","","","",""
"10p3/2","6d3/2","1.3435882","0.0546950","1.344(55)","5830.1134","0.0144","5830.11(1)","4614.3302","375.681762","4.61(38)E+03","0.01097485051942975","0.0009183942042812622","0.01097(92)","","","",""
"10p3/2","6d5/2","4.0325875","0.1630623","4.03(16)","5829.2108","0.0144","5829.21(1)","41585.8554","3363.143518","4.16(34)E+04","0.09890894827271514","0.007510597127926119","0.0989(75)","","","",""
"10p3/2","7d3/2","3.9231699","0.1402891","3.92(14)","12300.8054","0.0466","12300.81(5)","4188.7159","299.569588","4.19(30)E+03","0.009962557767966961","0.0007410195686553419","0.00996(74)","","","",""
"10p3/2","7d5/2","11.7739470","0.4176270","11.77(42)","12298.4514","0.0466","12298.45(5)","37748.5415","2677.914272","3.77(27)E+04","0.08978217488199325","0.0061212993174487315","0.0898(61)","","","",""
"10p3/2","8d3/2","29.5271910","0.9343890","29.53(93)","42887.8628","0.5666","42887.9(6)","5598.1994","354.310507","5.60(35)E+03","0.013314912351927227","0.0008850634440457196","0.01331(89)","","","",""
"10p3/2","8d5/2","88.5446850","2.7918710","88.5(28)","42869.7527","0.5662","42869.8(6)","50405.6681","3178.647051","5.04(32)E+04","0.11988623479687706","0.007135724433236052","0.1199(71)","","","",""
"11p1/2","4s1/2","0.0079638","0.0017663","0.0080(18)","296.4149","0.0000","296.4149","2467.0502","1094.339596","2.5(11)E+03","0.008396147778036062","0.0036991565474799176","0.0084(37)","","","",""
"11p1/2","5s1/2","0.0667098","0.0011804","0.0667(12)","786.7853","0.0004","786.7853(4)","9256.5211","327.579982","9.26(33)E+03","0.03150285231368091","0.0013444247810365914","0.0315(13)","","","",""
"11p1/2","6s1/2","0.1804374","0.0020679","0.1804(21)","1590.8906","0.0011","1590.891(1)","8191.6147","187.759745","8.19(19)E+03","0.02787864088328707","0.0009428843499620392","0.02788(94)","","","",""
"11p1/2","7s1/2","0.4074921","0.0040859","0.4075(41)","2888.2959","0.0035","2888.296(4)","6981.5310","140.006827","6.98(14)E+03","0.02376034538781259","0.0007628632569483626","0.02376(76)","","","",""
"11p1/2","8s1/2","0.8972780","0.0072704","0.8973(73)","5073.2548","0.0109","5073.25(1)","6246.4222","101.226135","6.25(10)E+03","0.021258539163425433","0.0006374853129186721","0.02126(64)","","","",""
"11p1/2","9s1/2","2.1701353","0.0132036","2.170(13)","9189.9365","0.0260","9189.94(3)","6147.1442","74.801284","6.147(75)E+03","0.0209206648430463","0.0005878894589995058","0.02092(59)","","","",""
"11p1/2","10s1/2","7.0996246","0.0391461","7.100(39)","19147.1404","0.1129","19147.1(1)","7274.3856","80.219507","7.274(80)E+03","0.024757021638252913","0.000684016655049488","0.02476(68)","","","",""
"11p1/2","11s1/2","80.3156220","0.1587550","80.32(16)","72496.2338","1.6191","72496(2)","17151.0625","67.812659","1.7151(68)E+04","0.05837045908034601","0.0015013721834276103","0.0584(15)","","","",""
"11p1/2","3d3/2","0.1444239","0.0073234","0.1444(73)","819.7051","0.0004","819.7051(4)","38365.6535","3890.866076","3.84(39)E+04","0.13057038352933542","0.011857491450864375","0.131(12)","","","",""
"11p1/2","4d3/2","0.4047349","0.0161248","0.405(16)","1577.6974","0.0015","1577.697(1)","42257.8558","3367.139697","4.23(34)E+04","0.14381677222719916","0.010341436249543957","0.144(10)","","","",""
"11p1/2","5d3/2","0.9005132","0.0380519","0.901(38)","2816.3062","0.0034","2816.306(3)","36777.1334","3108.093926","3.68(31)E+04","0.1251641502454071","0.00969686668907157","0.1252(97)","","","",""
"11p1/2","6d3/2","1.8814616","0.0802524","1.881(80)","4901.1636","0.0102","4901.16(1)","30460.0369","2598.502215","3.05(26)E+04","0.10366508416699802","0.00830387779269811","0.1037(83)","","","",""
"11p1/2","7d3/2","4.1609818","0.1738089","4.16(17)","8786.9277","0.0238","8786.93(2)","25853.4069","2159.851906","2.59(22)E+04","0.08798727378238484","0.007038383681893938","0.0880(70)","","","",""
"11p1/2","8d3/2","11.6236280","0.4270300","11.62(43)","17912.6240","0.0988","17912.6(1)","23814.5887","1749.805497","2.38(17)E+04","0.08104853444792201","0.005828406685465681","0.0810(58)","","","",""
"11p1/2","9d3/2","85.1052760","2.5871460","85.1(26)","60837.2421","1.1402","60837(1)","32586.8007","1981.236681","3.26(20)E+04","0.11090313051286622","0.006583918365826382","0.1109(66)","","","",""
"11p3/2","4s1/2","0.0135731","0.0024476","0.0136(24)","296.4076","0.0000","296.4076","3583.4181","1292.375958","3.6(13)E+03","0.011904075126507247","0.004250200092687087","0.0119(43)","","","",""
"11p3/2","5s1/2","0.0996286","0.0017154","0.0996(17)","786.7339","0.0004","786.7339(4)","10325.0392","355.551966","1.033(36)E+04","0.03429966593484725","0.0013742436923432644","0.0343(14)","","","",""
"11p3/2","6s1/2","0.2652064","0.0029851","0.2652(30)","1590.6804","0.0011","1590.680(1)","8851.6968","199.265179","8.85(20)E+03","0.029405238850026858","0.0009194724142284419","0.02941(92)","","","",""
"11p3/2","7s1/2","0.5943151","0.0058835","0.5943(59)","2887.6032","0.0035","2887.603(4)","7430.6757","147.121892","7.43(15)E+03","0.024684622211357064","0.0007295308144268724","0.02468(73)","","","",""
"11p3/2","8s1/2","1.3015856","0.0104653","1.302(10)","5071.1181","0.0109","5071.12(1)","6580.2381","105.815816","6.58(11)E+03","0.021859477959799686","0.0005978770052921892","0.02186(60)","","","",""
"11p3/2","9s1/2","3.1323023","0.0190031","3.132(19)","9182.9279","0.0260","9182.93(3)","6417.8732","77.872124","6.418(78)E+03","0.021320103814673308","0.0005400901837509966","0.02132(54)","","","",""
"11p3/2","10s1/2","10.1826150","0.0548380","10.183(55)","19116.7415","0.1126","19116.7(1)","7517.6890","80.972439","7.518(81)E+03","0.024973679688386208","0.0006173113823221657","0.02497(62)","","","",""
"11p3/2","11s1/2","113.2519700","0.2284200","113.25(23)","72062.3599","1.5997","72062(2)","17360.9468","70.040775","1.7361(70)E+04","0.057672872870340335","0.0013090393895613293","0.0577(13)","","","",""
"11p3/2","3d3/2","0.0650227","0.0031897","0.0650(32)","819.6493","0.0004","819.6493(4)","3889.1362","381.564527","3.89(38)E+03","0.012919667538940199","0.001284042465657879","0.0129(13)","","","",""
"11p3/2","3d5/2","0.1950867","0.0095340","0.1951(95)","819.4942","0.0004","819.4942(4)","35028.7738","3423.752917","3.50(34)E+04","0.11636519843714033","0.010297345559780685","0.116(10)","","","",""
"11p3/2","4d3/2","0.1821187","0.0071058","0.1821(71)","1577.4907","0.0015","1577.491(1)","4279.7257","333.967628","4.28(33)E+03","0.014217201463247004","0.0011388917947249412","0.0142(11)","","","",""
"11p3/2","4d5/2","0.5466050","0.0212364","0.547(21)","1577.2245","0.0015","1577.225(1)","38572.1593","2997.169086","3.86(30)E+04","0.12813628591158743","0.009052644673340531","0.1281(91)","","","",""
"11p3/2","5d3/2","0.4049461","0.0167783","0.405(17)","2815.6476","0.0034","2815.648(3)","3721.0616","308.352580","3.72(31)E+03","0.012361325303467563","0.0010487423288806455","0.0124(10)","","","",""
"11p3/2","5d5/2","1.2154236","0.0500807","1.215(50)","2815.2483","0.0034","2815.248(3)","33536.0965","2763.663946","3.35(28)E+04","0.11140654122652982","0.008468951821573163","0.1114(85)","","","",""
"11p3/2","6d3/2","0.8457629","0.0353841","0.846(35)","4899.1695","0.0102","4899.17(1)","3081.3228","257.826001","3.08(26)E+03","0.010236120080933902","0.0008780871879126306","0.01024(88)","","","",""
"11p3/2","6d5/2","2.5384940","0.1055330","2.54(11)","4898.5321","0.0102","4898.53(1)","27769.0956","2308.893365","2.78(23)E+04","0.09224862806654907","0.007227599370643251","0.0922(72)","","","",""
"11p3/2","7d3/2","1.8695664","0.0765444","1.870(77)","8780.5201","0.0238","8780.52(2)","2615.3413","214.156326","2.62(21)E+03","0.008688134989759516","0.0007315271517220263","0.00869(73)","","","",""
"11p3/2","7d5/2","5.6112447","0.2281205","5.61(23)","8779.3206","0.0237","8779.32(2)","23569.1002","1916.364453","2.36(19)E+04","0.0782962896678809","0.006103390704561374","0.0783(61)","","","",""
"11p3/2","8d3/2","5.2157368","0.1871542","5.22(19)","17886.0160","0.0986","17886.0(1)","2408.2291","172.827053","2.41(17)E+03","0.008000110513800748","0.0005969939712818825","0.00800(60)","","","",""
"11p3/2","8d5/2","15.6531720","0.5570370","15.65(56)","17882.8654","0.0985","17882.9(1)","21702.0472","1544.587078","2.17(15)E+04","0.07209396047861376","0.0050134659143184655","0.0721(50)","","","",""
"11p3/2","9d3/2","37.8812520","1.1571740","37.9(12)","60531.4052","1.1287","60531(1)","3277.2811","200.224961","3.28(20)E+03","0.010887091586570785","0.000701528432172605","0.01089(70)","","","",""
"11p3/2","9d5/2","113.5991100","3.4571600","113.6(35)","60507.3420","1.1278","60507(1)","29507.5362","1796.005563","2.95(18)E+04","0.09802370827904092","0.00578187301880861","0.0980(58)","","","",""
"12p1/2","4s1/2","0.0062805","0.0015132","0.0063(15)","294.3583","0.0000","294.3583","1566.7403","754.969004","1.57(75)E+03","0.0072001510710590156","0.0034491946212307305","0.0072(34)","","","",""
"12p1/2","5s1/2","0.0535659","0.0010124","0.0536(10)","772.4599","0.0003","772.4599(3)","6306.4688","238.385578","6.31(24)E+03","0.028982166450230648","0.0012872144941396754","0.0290(13)","","","",""
"12p1/2","6s1/2","0.1398985","0.0017323","0.1399(17)","1533.3905","0.0010","1533.390(1)","5499.2710","136.189984","5.50(14)E+03","0.025272588121319505","0.0008787032499006889","0.02527(88)","","","",""
"12p1/2","7s1/2","0.2983401","0.0033167","0.2983(33)","2704.1953","0.0031","2704.195(3)","4559.8063","101.384357","4.56(10)E+03","0.020955160231611942","0.0006950743085728853","0.02096(70)","","","",""
"12p1/2","8s1/2","0.5988034","0.0056566","0.5988(57)","4531.3873","0.0087","4531.387(9)","3904.0223","73.758744","3.904(74)E+03","0.017941422873953297","0.000558987659442618","0.01794(56)","","","",""
"12p1/2","9s1/2","1.2303942","0.0097344","1.2304(97)","7553.6956","0.0176","7553.70(2)","3558.3398","56.304404","3.558(56)E+03","0.016352795761596307","0.00048199450223897607","0.01635(48)","","","",""
"12p1/2","10s1/2","2.8410613","0.0171271","2.841(17)","13192.9655","0.0536","13192.97(5)","3560.9940","42.934330","3.561(43)E+03","0.01636499358714454","0.00045327912549010833","0.01636(45)","","","",""
"12p1/2","11s1/2","8.9825995","0.0481340","8.983(48)","26763.2499","0.2207","26763.2(2)","4264.0750","45.698917","4.264(46)E+03","0.019596090339282793","0.0005319649548193515","0.01960(53)","","","",""
"12p1/2","12s1/2","98.6979210","0.1920780","98.70(19)","99277.6558","3.0362","99278(3)","10085.5313","39.266213","1.0086(39)E+04","0.04634932087156247","0.0011728555643143307","0.0463(12)","","","",""
"12p1/2","3d3/2","0.1200183","0.0060875","0.1200(61)","804.1676","0.0004","804.1676(4)","28060.3126","2846.518454","2.81(28)E+04","0.12895467766928154","0.011722237930913575","0.129(12)","","","",""
"12p1/2","4d3/2","0.3265847","0.0129896","0.327(13)","1521.1302","0.0013","1521.130(1)","30699.3975","2442.079462","3.07(24)E+04","0.14108292270534686","0.01014322487565513","0.141(10)","","","",""
"12p1/2","5d3/2","0.6936224","0.0293315","0.694(29)","2640.9900","0.0030","2640.990(3)","26459.5978","2237.816118","2.65(22)E+04","0.12159839249337191","0.00945024865225969","0.1216(95)","","","",""
"12p1/2","6d3/2","1.3440026","0.0577108","1.344(58)","4393.5953","0.0082","4393.595(8)","21576.3199","1852.952788","2.16(19)E+04","0.0991566777001676","0.008018322056396026","0.0992(80)","","","",""
"12p1/2","7d3/2","2.6030910","0.1116759","2.60(11)","7279.2776","0.0163","7279.28(2)","17797.1792","1527.043052","1.78(15)E+04","0.08178916401697979","0.006736753385010468","0.0818(67)","","","",""
"12p1/2","8d3/2","5.4943975","0.2301833","5.49(23)","12594.8709","0.0489","12594.87(5)","15307.2194","1282.566942","1.53(13)E+04","0.07034624195899793","0.005740587557780716","0.0703(57)","","","",""
"12p1/2","9d3/2","14.8793090","0.5482220","14.88(55)","24994.9073","0.1925","24994.9(2)","14363.1021","1058.405189","1.44(11)E+04","0.06600743277698197","0.004823430381003341","0.0660(48)","","","",""
"12p1/2","10d3/2","106.2162000","3.1296500","106.2(31)","82943.0861","2.1193","82943(2)","20029.8760","1180.357693","2.00(12)E+04","0.09204980137111188","0.0054145121440784694","0.0920(54)","","","",""
"12p3/2","4s1/2","0.0108450","0.0020974","0.0108(21)","294.3530","0.0000","294.3530","2335.9364","903.530310","2.34(90)E+03","0.010480144507229335","0.004017598517536274","0.0105(40)","","","",""
"12p3/2","5s1/2","0.0801755","0.0014405","0.0802(14)","772.4236","0.0003","772.4236(3)","7065.1929","253.878315","7.07(25)E+03","0.03169788417121014","0.00130466438905932","0.0317(13)","","","",""
"12p3/2","6s1/2","0.2059793","0.0024613","0.2060(25)","1533.2475","0.0010","1533.247(1)","5962.3534","142.491409","5.96(14)E+03","0.02675001059021045","0.0008565457247899067","0.02675(86)","","","",""
"12p3/2","7s1/2","0.4359568","0.0047089","0.4360(47)","2703.7505","0.0031","2703.751(3)","4870.7337","105.220508","4.87(11)E+03","0.021852474893529913","0.0006667685599611866","0.02185(67)","","","",""
"12p3/2","8s1/2","0.8706705","0.0080284","0.8707(80)","4530.1384","0.0087","4530.138(9)","4130.2903","76.170318","4.130(76)E+03","0.018530486687300098","0.0005281092622099664","0.01853(53)","","","",""
"12p3/2","9s1/2","1.7816261","0.0138077","1.782(14)","7550.2258","0.0176","7550.23(2)","3735.6022","57.902251","3.736(58)E+03","0.016759724523434574","0.00044874842119452095","0.01676(45)","","","",""
"12p3/2","10s1/2","4.0964822","0.0242719","4.096(24)","13182.3845","0.0535","13182.38(5)","3710.6290","43.971417","3.711(44)E+03","0.0166476825026389","0.0004146817077451875","0.01665(41)","","","",""
"12p3/2","11s1/2","12.8767710","0.0674080","12.877(67)","26719.7428","0.2199","26719.7(2)","4402.7542","46.095668","4.403(46)E+03","0.019752892023816044","0.00047979890990307224","0.01975(48)","","","",""
"12p3/2","12s1/2","139.1650900","0.2746100","139.17(27)","98681.6136","2.9999","98682(3)","10208.4357","40.298712","1.0208(40)E+04","0.04579999659753911","0.0010229694257867326","0.0458(10)","","","",""
"12p3/2","3d3/2","0.0540365","0.0026544","0.0540(27)","804.1283","0.0004","804.1283(4)","2844.4987","279.456931","2.84(28)E+03","0.0127618013747145","0.0012691667439434574","0.0128(13)","","","",""
"12p3/2","3d5/2","0.1621244","0.0079344","0.1621(79)","803.9791","0.0004","803.9791(4)","25619.4532","2507.642154","2.56(25)E+04","0.11494130003076669","0.010192180711791272","0.115(10)","","","",""
"12p3/2","4d3/2","0.1469570","0.0057296","0.1470(57)","1520.9894","0.0013","1520.989(1)","3108.9183","242.422728","3.11(24)E+03","0.013948116329587045","0.0011154522300243683","0.0139(11)","","","",""
"12p3/2","4d5/2","0.4410722","0.0171248","0.441(17)","1520.7419","0.0013","1520.742(1)","28019.4851","2175.734855","2.80(22)E+04","0.12570900786670786","0.008887550898665782","0.1257(89)","","","",""
"12p3/2","5d3/2","0.3119338","0.0129470","0.312(13)","2640.5658","0.0030","2640.566(3)","2676.9559","222.217333","2.68(22)E+03","0.01201012340815748","0.0010198045886727074","0.0120(10)","","","",""
