"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"12p3/2","5d5/2","0.9362560","0.0386492","0.936(39)","2640.2146","0.0030","2640.215(3)","24125.6408","1991.841369","2.41(20)E+04","0.10823933238634621","0.00826134637807598","0.1082(83)","","","",""
"12p3/2","6d3/2","0.6042701","0.0254815","0.604(25)","4392.4212","0.0082","4392.421(8)","2182.5168","184.069347","2.18(18)E+03","0.009791829420600525","0.0008456389909637772","0.00979(85)","","","",""
"12p3/2","6d5/2","1.8136876","0.0760139","1.814(76)","4391.9088","0.0082","4391.909(8)","19668.5497","1648.666697","1.97(16)E+04","0.08824265877983245","0.0069878537577939635","0.0882(70)","","","",""
"12p3/2","7d3/2","1.1701096","0.0492967","1.170(49)","7276.0552","0.0163","7276.06(2)","1800.4143","151.702852","1.80(15)E+03","0.008077532078742027","0.0006981234796054123","0.00808(70)","","","",""
"12p3/2","7d5/2","3.5119996","0.1469744","3.51(15)","7275.2315","0.0163","7275.23(2)","16224.6663","1357.978855","1.62(14)E+04","0.07279172648744382","0.005855221352766107","0.0728(59)","","","",""
"12p3/2","8d3/2","2.4686923","0.1014738","2.47(10)","12585.2272","0.0488","12585.23(5)","1548.6671","127.313667","1.55(13)E+03","0.006948072029147679","0.0005874739071613429","0.00695(59)","","","",""
"12p3/2","8d5/2","7.4094494","0.3023551","7.41(30)","12583.6672","0.0488","12583.67(5)","13955.8892","1138.987284","1.40(11)E+04","0.06261289167797034","0.004974226365878092","0.0626(50)","","","",""
"12p3/2","9d3/2","6.6766058","0.2404836","6.68(24)","24956.9555","0.1919","24957.0(2)","1452.5931","104.641443","1.45(10)E+03","0.006517037512553322","0.0004879738493535342","0.00652(49)","","","",""
"12p3/2","9d5/2","20.0374810","0.7157290","20.04(72)","24952.8640","0.1918","24952.9(2)","13089.7804","935.121131","1.309(94)E+04","0.058727107343724584","0.004147990228637103","0.0587(41)","","","",""
"12p3/2","10d3/2","47.2788310","1.4008750","47.3(14)","82526.6355","2.0981","82527(2)","2014.4586","119.377194","2.01(12)E+03","0.009037839070663042","0.0005667967546763597","0.00904(57)","","","",""
"12p3/2","10d5/2","141.7831000","4.1847100","141.8(42)","82495.1823","2.0965","82495(2)","18137.2104","1070.635769","1.81(11)E+04","0.08137232770613398","0.00474628266066712","0.0814(47)","","","",""
"3d3/2","4p1/2","7.9487760","0.0076058","7.9488(76)","1169.3442","0.0007","1169.3442(7)","20016161.1905","38305.012678","2.0016(38)E+07","0.8353506167401802","0.0003575648032319123","0.83535(36)","","","",""
"3d3/2","4p3/2","3.5649788","0.0031365","3.5650(31)","1177.2889","0.0007","1177.2889(7)","3945227.9429","6942.096640","3.9452(69)E+06","0.16464938325981965","0.0003575648032319123","0.16465(36)","","","",""
"3d5/2","4p3/2","10.6948760","0.0092480","10.6949(92)","1177.6089","0.0007","1177.6089(7)","23651809.9194","40904.083830","2.3652(41)E+07","1.0","0.0","1.0","","","",""
"4d3/2","4p1/2","0.0951592","0.0872394","0.095(87)","693.8199","0.0002","693.8199(2)","13733.0987","25180.272469","1.4(25)E+04","0.003967705208625572","0.007246178886283854","0.0040(72)","","","",""
"4d3/2","4p3/2","0.0324839","0.0257348","0.032(26)","696.6092","0.0002","696.6092(2)","1581.1607","2505.293693","1.6(25)E+03","0.0004568218546802745","0.0007235047412676783","0.00046(72)","","","",""
"4d3/2","5p1/2","17.0228920","0.0818320","17.023(82)","3708.1466","0.0097","3708.15(1)","2878745.7676","27677.271583","2.879(28)E+06","0.8317142994839901","0.006357018704970513","0.8317(64)","","","",""
"4d3/2","5p3/2","7.6353885","0.0357362","7.635(36)","3734.1188","0.0099","3734.12(1)","567159.4920","5308.998303","5.672(53)E+05","0.16386117345270404","0.002190172711699662","0.1639(22)","","","",""
"4d5/2","4p3/2","0.0943945","0.0708280","0.094(71)","696.6611","0.0002","696.6611(2)","8899.0714","13354.664311","9(13)E+03","0.002610770202499699","0.003907779368522773","0.0026(39)","","","",""
"4d5/2","5p3/2","22.9089330","0.1071050","22.91(11)","3735.6114","0.0099","3735.61(1)","3399700.9678","31788.918578","3.400(32)E+06","0.9973892297975002","0.003907779368522773","0.9974(39)","","","",""
"5d3/2","4p1/2","0.3363802","0.0627753","0.336(63)","581.3764","0.0001","581.3764(1)","291672.8921","108864.037216","2.9(11)E+05","0.19175863400400395","0.058015462342207946","0.192(58)","","","",""
"5d3/2","4p3/2","0.1564797","0.0281571","0.156(28)","583.3335","0.0001","583.3335(1)","62484.5321","22487.047447","6.2(22)E+04","0.041080089536678084","0.014496431957732606","0.041(14)","","","",""
"5d3/2","5p1/2","0.8700722","0.1427668","0.87(14)","1823.3649","0.0019","1823.365(2)","63255.3255","20758.646033","6.3(21)E+04","0.04158684316157868","0.013436565657919782","0.042(13)","","","",""
"5d3/2","5p3/2","0.3705745","0.0643497","0.371(64)","1829.6224","0.0020","1829.622(2)","11357.2703","3944.345535","1.14(39)E+04","0.007466770821978413","0.0026342557227870184","0.0075(26)","","","",""
"5d3/2","6p1/2","28.9975790","0.1902230","29.00(19)","8428.3091","0.3558","8428.3(4)","711392.7362","9333.852705","7.114(93)E+05","0.46770098634745105","0.03519586552494791","0.468(35)","","","",""
"5d3/2","6p3/2","13.0068700","0.0834820","13.007(83)","8488.6934","0.3609","8488.7(4)","140097.4955","1798.464437","1.401(18)E+05","0.09210627760631737","0.007006327282131009","0.0921(70)","","","",""
"5d3/2","4f5/2","7.3853703","0.2069725","7.39(21)","4859.3283","0.1183","4859.3(1)","240781.5184","13495.652374","2.41(13)E+05","0.15830039852199246","0.013979639037293469","0.158(14)","","","",""
"5d5/2","4p3/2","0.4710414","0.0844329","0.471(84)","583.3507","0.0001","583.3507(1)","377437.5714","135309.332568","3.8(14)E+05","0.2473837141144907","0.06691141598403509","0.247(67)","","","",""
"5d5/2","5p3/2","1.1072617","0.1934156","1.11(19)","1829.7910","0.0020","1829.791(2)","67579.0558","23609.312297","6.8(24)E+04","0.04429330596244187","0.01530940422815559","0.044(15)","","","",""
"5d5/2","6p3/2","39.0260730","0.2502110","39.03(25)","8492.3245","0.3612","8492.3(4)","839742.2771","10768.347610","8.40(11)E+05","0.5503918505552662","0.049867900166051866","0.550(50)","","","",""
"5d5/2","4f5/2","1.9752767","0.0553650","1.975(55)","4860.5180","0.1183","4860.5(1)","11474.2493","643.223658","1.147(64)E+04","0.007520561349983577","0.0008001876198568868","0.00752(80)","","","",""
"5d5/2","4f7/2","8.8336866","0.2476460","8.83(25)","4860.5180","0.1183","4860.5(1)","229483.9808","12866.845001","2.29(13)E+05","0.15041056801781771","0.015356412535347499","0.150(15)","","","",""
"6d3/2","4p1/2","0.3406713","0.0442784","0.341(44)","534.4455","0.0001","534.4455(1)","385095.1444","100104.686506","3.9(10)E+05","0.3633972233450067","0.060718835982035736","0.363(61)","","","",""
"6d3/2","4p3/2","0.1563801","0.0198365","0.156(20)","536.0990","0.0001","536.0990(1)","80396.1451","20396.177419","8.0(20)E+04","0.07586627958421237","0.019200696449704423","0.076(19)","","","",""
"6d3/2","5p1/2","0.0834541","0.0983319","0.083(98)","1429.6367","0.0012","1429.637(1)","1207.3289","2845.131622","1.2(28)E+03","0.0011393028291368703","0.0026840516656174308","0.0011(27)","","","",""
"6d3/2","5p3/2","0.0481299","0.0441716","0.048(44)","1433.4807","0.0012","1433.481(1)","398.3471","731.172550","4.0(73)E+02","0.00037590255130253217","0.0006906837414752085","0.00038(69)","","","",""
"6d3/2","6p1/2","1.8566392","0.1937561","1.86(19)","3707.9664","0.0689","3707.97(7)","34249.5597","7148.466272","3.42(71)E+04","0.03231979180958778","0.007241622505516726","0.0323(72)","","","",""
"6d3/2","6p3/2","0.8017097","0.0874204","0.802(87)","3719.6070","0.0693","3719.61(7)","6326.3096","1379.672795","6.3(14)E+03","0.005969858008817251","0.0014183889207473586","0.0060(14)","","","",""
"6d3/2","7p1/2","43.8020010","0.3193760","43.80(32)","15967.6534","1.5317","15968(2)","238710.7233","3481.727672","2.387(35)E+05","0.22526073173323866","0.02204053395791458","0.225(22)","","","",""
"6d3/2","7p3/2","19.6477590","0.1405060","19.65(14)","16083.2184","1.5540","16083(2)","47001.7989","672.381093","4.700(67)E+04","0.044353514822619025","0.004355495261326405","0.0444(44)","","","",""
"6d3/2","4f5/2","2.0729431","0.0633041","2.073(63)","2802.4423","0.0393","2802.44(4)","98894.4767","6040.134272","9.89(60)E+04","0.09332233542787703","0.010429895907722305","0.093(10)","","","",""
"6d3/2","5f5/2","15.9885350","0.4051960","15.99(41)","9179.0606","0.5062","9179.1(5)","167428.7157","8486.306875","1.674(85)E+05","0.15799505988820178","0.016731024748626925","0.158(17)","","","",""
"6d5/2","4p3/2","0.4701034","0.0594017","0.470(59)","536.1067","0.0001","536.1067(1)","484338.7605","122400.926061","4.8(12)E+05","0.45148171811436977","0.062871023053296","0.451(63)","","","",""
"6d5/2","5p3/2","0.1467644","0.1324546","0.15(13)","1433.5352","0.0012","1433.535(1)","2469.0642","4456.651683","2.5(45)E+03","0.0023015653875070063","0.004153167679198489","0.0023(42)","","","",""
"6d5/2","6p3/2","2.3994477","0.2627903","2.40(26)","3719.9745","0.0693","3719.97(7)","37767.5453","8272.691158","3.78(83)E+04","0.03520543395503445","0.008463654490653267","0.0352(85)","","","",""
"6d5/2","7p3/2","58.9514140","0.4210400","58.95(42)","16090.0916","1.5553","16090(2)","281727.3153","4025.108171","2.817(40)E+05","0.26261522452281955","0.030276555472744555","0.263(30)","","","",""
"6d5/2","4f5/2","0.5542861","0.0168578","0.554(17)","2802.6509","0.0393","2802.65(4)","4712.7783","286.664569","4.71(29)E+03","0.00439306827278987","0.0005704562330455078","0.00439(57)","","","",""
"6d5/2","4f7/2","2.4788361","0.0753990","2.479(75)","2802.6509","0.0393","2802.65(4)","94255.0566","5733.931918","9.43(57)E+04","0.08786089070088475","0.011198404149000848","0.088(11)","","","",""
"6d5/2","5f5/2","4.2756636","0.1083032","4.28(11)","9181.2990","0.5064","9181.3(5)","7976.4698","404.092506","7.98(40)E+03","0.007435354283090433","0.0009323260890787917","0.00744(93)","","","",""
"6d5/2","5f7/2","19.1213270","0.4843920","19.12(48)","9181.2990","0.5064","9181.3(5)","159529.0298","8082.597814","1.595(81)E+05","0.14870674476350407","0.01821162057685048","0.149(18)","","","",""
"7d3/2","4p1/2","0.2965001","0.0327527","0.297(33)","509.8592","0.0000","509.8592","335974.4315","74226.415185","3.36(74)E+05","0.426312983239143","0.05498178815881257","0.426(55)","","","",""
"7d3/2","4p3/2","0.1355257","0.0146630","0.136(15)","511.3638","0.0000","511.3638","69576.1808","15055.381218","7.0(15)E+04","0.08828418600159942","0.019341278618435858","0.088(19)","","","",""
"7d3/2","5p1/2","0.2286887","0.0693083","0.229(69)","1266.2938","0.0008","1266.2938(8)","13046.4790","7907.948952","1.30(79)E+04","0.01655448413890603","0.009997009742413148","0.017(10)","","","",""
"7d3/2","5p3/2","0.1094857","0.0310884","0.109(31)","1269.3086","0.0008","1269.3086(8)","2969.0700","1686.131347","3.0(17)E+03","0.0037674089604026483","0.002162634352366025","0.0038(22)","","","",""
"7d3/2","6p1/2","0.2643848","0.1338724","0.26(13)","2778.4155","0.0386","2778.42(4)","1650.7781","1671.757438","1.7(17)E+03","0.0020946479127171443","0.0021265811045510816","0.0021(21)","","","",""
"7d3/2","6p3/2","0.1019877","0.0601758","0.102(60)","2784.9462","0.0388","2784.95(4)","243.9229","287.843598","2.4(29)E+02","0.0003095101072533563","0.00036636370301145214","0.00031(37)","","","",""
"7d3/2","7p1/2","3.0864771","0.2437537","3.09(24)","6542.1748","0.2568","6542.2(3)","17233.2430","2721.982233","1.72(27)E+04","0.02186700697665416","0.003990180352307534","0.0219(40)","","","",""
"7d3/2","7p3/2","1.3400200","0.1101237","1.34(11)","6561.4916","0.2583","6561.5(3)","3219.7499","529.202343","3.22(53)E+03","0.00408549297249055","0.000777683384887438","0.00409(78)","","","",""
"7d3/2","8p1/2","61.4053040","0.4677120","61.41(47)","26953.9091","4.3594","26954(4)","97533.5001","1486.540041","9.75(15)E+04","0.12375881466621569","0.012135262209047188","0.124(12)","","","",""
"7d3/2","8p3/2","27.5441150","0.2062910","27.54(21)","27149.2942","4.4228","27149(4)","19203.8953","287.807309","1.920(29)E+04","0.024367538440499426","0.0023942008193686584","0.0244(24)","","","",""
"7d3/2","4f5/2","1.0802671","0.0318431","1.080(32)","2236.8394","0.0250","2236.84(3)","52815.9651","3113.719435","5.28(31)E+04","0.06701739641280731","0.007477732462372729","0.0670(75)","","","",""
"7d3/2","5f5/2","4.3474250","0.1217407","4.35(12)","5020.8019","0.1513","5020.8(2)","75640.1262","4236.297992","7.56(42)E+04","0.09597863652522243","0.01050283899291397","0.096(11)","","","",""
"7d3/2","6f5/2","26.9691540","0.6253740","26.97(63)","15497.2998","1.4411","15497(1)","98986.0184","4590.755959","9.90(46)E+04","0.12560189364608892","0.013203570480652148","0.126(13)","","","",""
"7d5/2","4p3/2","0.4072293","0.0438712","0.407(44)","511.3679","0.0000","511.3679","418787.4679","90232.744858","4.19(90)E+05","0.5234163614883408","0.05439223669959189","0.523(54)","","","",""
"7d5/2","5p3/2","0.3299464","0.0931147","0.330(93)","1269.3337","0.0008","1269.3337(8)","17975.2704","10145.659495","1.8(10)E+04","0.022466170463043073","0.012653706922440543","0.022(13)","","","",""
"7d5/2","6p3/2","0.3028411","0.1804402","0.30(18)","2785.0668","0.0388","2785.07(4)","1433.6357","1708.391100","1.4(17)E+03","0.0017918119829338963","0.0021411308823965107","0.0018(21)","","","",""
"7d5/2","7p3/2","4.0131473","0.3311068","4.01(33)","6562.1616","0.2584","6562.2(3)","19246.2220","3175.839874","1.92(32)E+04","0.024054653630325027","0.004743816307771548","0.0241(47)","","","",""
"7d5/2","8p3/2","82.6434030","0.6180390","82.64(62)","27160.7681","4.4265","27161(4)","115108.2090","1722.566116","1.151(17)E+05","0.14386657806775088","0.016486730403373073","0.144(16)","","","",""
"7d5/2","4f5/2","0.2888322","0.0084676","0.2888(85)","2236.9172","0.0250","2236.92(3)","2516.8511","147.571443","2.52(15)E+03","0.003145655419358208","0.0004027088910961063","0.00315(40)","","","",""
"7d5/2","4f7/2","1.2916927","0.0378723","1.292(38)","2236.9172","0.0250","2236.92(3)","50336.6981","2951.734333","5.03(30)E+04","0.06291270251457028","0.007952675296591485","0.0629(80)","","","",""
"7d5/2","5f5/2","1.1623736","0.0323902","1.162(32)","5021.1942","0.1513","5021.2(2)","3604.0140","200.856057","3.60(20)E+03","0.004504432579382696","0.0005706786151594232","0.00450(57)","","","",""
"7d5/2","5f7/2","5.1982848","0.1448606","5.20(14)","5021.1942","0.1513","5021.2(2)","72080.0597","4017.315262","7.21(40)E+04","0.09008837535112202","0.011223020861472142","0.090(11)","","","",""
"7d5/2","6f5/2","7.2114946","0.1670602","7.21(17)","15501.0377","1.4418","15501(1)","4715.0283","218.458974","4.72(22)E+03","0.005893020067628711","0.0007240132343562926","0.00589(72)","","","",""
"7d5/2","6f7/2","32.2507620","0.7471470","32.25(75)","15501.0377","1.4418","15501(1)","94300.4355","4369.358165","9.43(44)E+04","0.11786023843554445","0.014247867078829187","0.118(14)","","","",""
"8d3/2","4p1/2","0.2527251","0.0253174","0.253(25)","495.2200","0.0000","495.2200","266384.9095","53371.614519","2.66(53)E+05","0.44917876888376296","0.05073317685084243","0.449(51)","","","",""
"8d3/2","4p3/2","0.1152786","0.0113294","0.115(11)","496.6393","0.0000","496.6393","54951.7303","10801.139733","5.5(11)E+04","0.09265971790706484","0.018567032764568253","0.093(19)","","","",""
"8d3/2","5p1/2","0.2409429","0.0517155","0.241(52)","1179.6834","0.0007","1179.6834(7)","17911.7962","7689.103889","1.79(77)E+04","0.030202906635218223","0.012878739497735884","0.030(13)","","","",""
"8d3/2","5p3/2","0.1130296","0.0231783","0.113(23)","1182.2995","0.0007","1182.2995(7)","3915.6974","1605.937027","3.9(16)E+03","0.006602656875173183","0.002759409093990072","0.0066(28)","","","",""
"8d3/2","6p1/2","0.0539952","0.0947050","0.054(95)","2392.9385","0.0286","2392.94(3)","107.7762","378.068736","1.1(38)E+02","0.00018173250650835348","0.0006376091531862824","0.00018(64)","","","",""
"8d3/2","6p3/2","0.0349342","0.0425029","0.035(43)","2397.7812","0.0287","2397.78(3)","44.8415","109.113391","4(11)E+01","7.561185561810293e-05","0.00018410807613403716","0.00008(18)","","","",""
"8d3/2","7p1/2","0.7083519","0.1706889","0.71(17)","4743.0851","0.1350","4743.1(1)","2381.8954","1147.912829","2.4(11)E+03","0.004016356847437972","0.001963789169685568","0.0040(20)","","","",""
"8d3/2","7p3/2","0.2943579","0.0767965","0.294(77)","4753.2303","0.1356","4753.2(1)","408.6882","213.249420","4.1(21)E+02","0.0006891309047919277","0.00036502236197738405","0.00069(37)","","","",""
"8d3/2","8p1/2","4.5681302","0.2939589","4.57(29)","10517.5431","0.6638","10517.5(7)","9085.3438","1169.283909","9.1(12)E+03","0.015319724997588111","0.0024092893089382368","0.0153(24)","","","",""
"8d3/2","8p3/2","1.9894422","0.1331254","1.99(13)","10547.1614","0.6675","10547.2(7)","1708.6897","228.677387","1.71(23)E+03","0.002881195918126977","0.00046888805847880864","0.00288(47)","","","",""
"8d3/2","9p1/2","81.7935200","0.6360370","81.79(64)","42011.6171","0.5437","42011.6(5)","45702.1802","710.774354","4.570(71)E+04","0.07706310795378293","0.007262500186822323","0.0771(73)","","","",""
"8d3/2","9p3/2","36.6906300","0.2802760","36.69(28)","42317.9756","0.5517","42318.0(6)","8997.9381","137.469123","9.00(14)E+03","0.015172341333461261","0.0014316043194434849","0.0152(14)","","","",""
"8d3/2","4f5/2","0.7006998","0.0199904","0.701(20)","1980.0481","0.0196","1980.05(2)","32036.4283","1827.947156","3.20(18)E+04","0.05401988969065098","0.0058132731453565244","0.0540(58)","","","",""
"8d3/2","5f5/2","2.2404367","0.0604043","2.240(60)","3888.7772","0.0907","3888.78(9)","43234.8019","2331.304560","4.32(23)E+04","0.07290260978610275","0.007701634394175975","0.0729(77)","","","",""
"8d3/2","6f5/2","7.1778602","0.1874144","7.18(19)","8162.8495","0.3998","8162.8(4)","47981.2920","2505.599275","4.80(25)E+04","0.08090615089263618","0.008471020118215985","0.0809(85)","","","",""
"8d3/2","7f5/2","40.3210160","0.8670560","40.32(87)","24187.7511","3.5105","24188(4)","58194.7457","2502.947309","5.82(25)E+04","0.09812809701207523","0.009892735341901441","0.0981(99)","","","",""
"8d5/2","4p3/2","0.3463129","0.0338788","0.346(34)","496.6418","0.0000","496.6418","330615.8655","64686.408061","3.31(65)E+05","0.5486060831835642","0.04944043481132611","0.549(49)","","","",""
"8d5/2","5p3/2","0.3401284","0.0693762","0.340(69)","1182.3133","0.0007","1182.3133(7)","23637.6395","9642.767898","2.36(96)E+04","0.03922302042706466","0.015942328924452527","0.039(16)","","","",""
"8d5/2","6p3/2","0.1068072","0.1273165","0.11(13)","2397.8378","0.0288","2397.84(3)","279.4201","666.149760","2.8(67)E+02","0.00046365467960527703","0.0011060118072446056","0.0005(11)","","","",""
"8d5/2","7p3/2","0.8791818","0.2302946","0.88(23)","4753.4529","0.1356","4753.5(1)","2430.2215","1273.153938","2.4(13)E+03","0.004032578026368185","0.002149344471535781","0.0040(21)","","","",""
"8d5/2","8p3/2","5.9601295","0.4004051","5.96(40)","10548.2573","0.6676","10548.3(7)","10220.8098","1373.281726","1.02(14)E+04","0.016959858938981887","0.0029022471898370473","0.0170(29)","","","",""
"8d5/2","9p3/2","110.0862000","0.8395900","110.09(84)","42335.6224","0.5521","42335.6(6)","53934.1664","822.677788","5.393(82)E+04","0.08949543827515834","0.009817609739904268","0.0895(98)","","","",""
"8d5/2","4f5/2","0.1873401","0.0053118","0.1873(53)","1980.0867","0.0196","1980.09(2)","1526.5988","86.569708","1.527(87)E+03","0.0025331555460709355","0.0003106853914280773","0.00253(31)","","","",""
"8d5/2","4f7/2","0.8378075","0.0237574","0.838(24)","1980.0867","0.0196","1980.09(2)","30531.7658","1731.556405","3.05(17)E+04","0.05066276055108353","0.006149521033681588","0.0507(61)","","","",""
"8d5/2","5f5/2","0.5989934","0.0160513","0.599(16)","3888.9262","0.0907","3888.93(9)","2060.0180","110.405210","2.06(11)E+03","0.00341828251960312","0.00041438387229939504","0.00342(41)","","","",""
"8d5/2","5f7/2","2.6787753","0.0717866","2.679(72)","3888.9262","0.0907","3888.93(9)","41200.2189","2208.192792","4.12(22)E+04","0.06836541452811361","0.008181828668035117","0.0684(82)","","","",""
"8d5/2","6f5/2","1.9190563","0.0498326","1.919(50)","8163.5059","0.3999","8163.5(4)","2285.9217","118.718643","2.29(12)E+03","0.0037931348914122254","0.0004570644522604597","0.00379(46)","","","",""
"8d5/2","6f7/2","8.5822724","0.2228625","8.58(22)","8163.5059","0.3999","8163.5(4)","45718.3467","2374.416787","4.57(24)E+04","0.0758625514663874","0.009018089759514698","0.0759(90)","","","",""
"8d5/2","7f5/2","10.7811540","0.2315460","10.78(23)","24193.5152","3.5122","24194(4)","2771.7218","119.062222","2.77(12)E+03","0.004599245179660693","0.0005377621296365535","0.00460(54)","","","",""
"8d5/2","7f7/2","48.2147650","1.0355130","48.2(10)","24193.5152","3.5122","24194(4)","55434.3862","2381.261339","5.54(24)E+04","0.09198482178692591","0.010627632488492827","0.092(11)","","","",""
"9d3/2","4p1/2","0.2162419","0.0202771","0.216(20)","485.7449","0.0000","485.7449","206662.8235","38757.731401","2.07(39)E+05","0.4579027211955313","0.04781691516890484","0.458(48)","","","",""
"9d3/2","4p3/2","0.0985190","0.0090713","0.0985(91)","487.1104","0.0000","487.1104","42536.8393","7833.299784","4.25(78)E+04","0.09424885498071356","0.01774872397113531","0.094(18)","","","",""
"9d3/2","5p1/2","0.2242468","0.0404037","0.224(40)","1127.3013","0.0006","1127.3013(6)","17780.3294","6407.146886","1.78(64)E+04","0.03939586741298321","0.01407069940726857","0.039(14)","","","",""
"9d3/2","5p3/2","0.1043824","0.0180992","0.104(18)","1129.6900","0.0006","1129.6900(6)","3828.1065","1327.535395","3.8(13)E+03","0.008481933791763862","0.003012749663226238","0.0085(30)","","","",""
"9d3/2","6p1/2","0.1381932","0.0711077","0.138(71)","2186.8177","0.0239","2186.82(2)","925.0025","951.925323","9.3(95)E+02","0.002049527697390221","0.002112764625906365","0.0020(21)","","","",""
"9d3/2","6p3/2","0.0696916","0.0318846","0.070(32)","2190.8613","0.0240","2190.86(2)","233.9503","214.069139","2.3(21)E+02","0.0005183634781598962","0.000476312830765204","0.00052(48)","","","",""
"9d3/2","7p1/2","0.1774439","0.1213017","0.18(12)","3996.4433","0.0958","3996.4(1)","249.8668","341.620794","2.5(34)E+02","0.0005536296669943575","0.0007581173400014572","0.00055(76)","","","",""
"9d3/2","7p3/2","0.0645685","0.0544839","0.065(54)","4003.6435","0.0962","4003.6(1)","32.9066","55.534134","3.3(56)E+01","7.29110556634071e-05","0.00012320946925961445","0.00007(12)","","","",""
"9d3/2","8p1/2","1.2487920","0.2093608","1.25(21)","7436.6865","0.3318","7436.7(3)","1920.6539","643.997835","1.92(64)E+03","0.004255591976190901","0.001470574105499053","0.0043(15)","","","",""
"9d3/2","8p3/2","0.5291726","0.0943584","0.529(94)","7451.4821","0.3332","7451.5(3)","342.8262","122.260811","3.4(12)E+02","0.0007595998882282474","0.00027902508802885197","0.00076(28)","","","",""
"9d3/2","9p1/2","6.3049251","0.3460020","6.30(35)","15824.7404","0.0771","15824.74(8)","5081.0960","557.681292","5.08(56)E+03","0.011258181987206788","0.0015809100716200142","0.0113(16)","","","",""
"9d3/2","9p3/2","2.7508510","0.1565462","2.75(16)","15868.0112","0.0776","15868.01(8)","959.3431","109.189134","9.6(11)E+02","0.0021256160723493113","0.00030687489012250587","0.00213(31)","","","",""
"9d3/2","10p1/2","104.9625100","0.8229700","104.96(82)","61768.6972","1.1754","61769(1)","23679.3843","371.324047","2.368(37)E+04","0.052466400676432504","0.004740483154088125","0.0525(47)","","","",""
"9d3/2","10p3/2","47.0839010","0.3633950","47.08(36)","62217.5711","1.1925","62218(1)","4662.4376","71.970174","4.662(72)E+03","0.010330560813875938","0.0009341517646864645","0.01033(93)","","","",""
"9d3/2","4f5/2","0.5076192","0.0141081","0.508(14)","1836.7919","0.0169","1836.79(2)","21062.1904","1170.749747","2.11(12)E+04","0.04666748541390877","0.004837433481666297","0.0467(48)","","","",""
"9d3/2","5f5/2","1.4438858","0.0377411","1.444(38)","3372.2321","0.0682","3372.23(7)","27537.2530","1439.569419","2.75(14)E+04","0.061014278636110066","0.006205163246291907","0.0610(62)","","","",""
"9d3/2","6f5/2","3.6675133","0.0920573","3.668(92)","6176.8243","0.2289","6176.8(2)","28910.4574","1451.351342","2.89(15)E+04","0.0640568868325586","0.006450641758720858","0.0641(65)","","","",""
"9d3/2","7f5/2","10.5640550","0.2606290","10.56(26)","12386.5869","0.9206","12386.6(9)","29744.9789","1467.709750","2.97(15)E+04","0.06590593582045691","0.006609459165663731","0.0659(66)","","","",""
"9d3/2","8f5/2","56.0257390","1.1372640","56.0(11)","35622.0627","7.6141","35622(8)","35174.2876","1428.180738","3.52(14)E+04","0.07793565260348216","0.007530031846777681","0.0779(75)","","","",""
"9d5/2","4p3/2","0.2959226","0.0271194","0.296(27)","487.1119","0.0000","487.1119","255850.3801","46894.078363","2.56(47)E+05","0.557687772430417","0.046423283729021256","0.558(46)","","","",""
"9d5/2","5p3/2","0.3139196","0.0541569","0.314(54)","1129.6984","0.0006","1129.6984(6)","23081.5724","7963.990840","2.31(80)E+04","0.05031186861857521","0.01727363450521827","0.050(17)","","","",""
"9d5/2","6p3/2","0.2104878","0.0954660","0.210(95)","2190.8928","0.0240","2190.89(2)","1422.6776","1290.500856","1.4(13)E+03","0.0031010699309894645","0.002822688569582656","0.0031(28)","","","",""
"9d5/2","7p3/2","0.1911891","0.1632453","0.19(16)","4003.7488","0.0962","4003.7(1)","192.3277","328.434981","1.9(33)E+02","0.0004192247447835136","0.0007169289100967934","0.00042(72)","","","",""
"9d5/2","8p3/2","1.5828526","0.2830356","1.58(28)","7451.8469","0.3332","7451.8(3)","2044.5853","731.199437","2.04(73)E+03","0.004456668054827454","0.0016529523684306034","0.0045(17)","","","",""
"9d5/2","9p3/2","8.2430821","0.4711355","8.24(47)","15869.6656","0.0776","15869.67(8)","5741.0586","656.263399","5.74(66)E+03","0.012514025509153407","0.0019202038467723756","0.0125(19)","","","",""
"9d5/2","10p3/2","141.2694900","1.0886700","141.3(11)","62243.0142","1.1935","62243(1)","27947.3713","430.746605","2.795(43)E+04","0.06091805390949745","0.006393162725418009","0.0609(64)","","","",""
"9d5/2","4f5/2","0.1357146","0.0037473","0.1357(37)","1836.8141","0.0169","1836.81(2)","1003.6300","55.423705","1.004(55)E+03","0.0021876541767102994","0.00025737740762993646","0.00219(26)","","","",""
"9d5/2","4f7/2","0.6069320","0.0167601","0.607(17)","1836.8141","0.0169","1836.81(2)","20072.4574","1108.580316","2.01(11)E+04","0.04375277466669231","0.005100261731981325","0.0438(51)","","","",""
"9d5/2","5f5/2","0.3860199","0.0100234","0.386(10)","3372.3069","0.0682","3372.31(7)","1312.0615","68.138073","1.312(68)E+03","0.002859955284175088","0.00033213379889657273","0.00286(33)","","","",""
"9d5/2","5f7/2","1.7263300","0.0448279","1.726(45)","3372.3069","0.0682","3372.31(7)","26241.1241","1362.816251","2.62(14)E+04","0.05719887546467367","0.006570125519920368","0.0572(66)","","","",""
