"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"12p3/2","8s1/2","0.4631241","0.0046312","0.4631(46)","896.6053","0.0047","896.605(5)","150729.4839","3014.563918","1.507(30)E+05","0.13151240916140677","0.006000781406274895","0.1315(60)","","","",""
"12p3/2","9s1/2","1.1243575","0.0245773","1.124(25)","1914.9164","0.0235","1914.92(2)","91194.0870","3986.819544","9.12(40)E+04","0.07956740625467255","0.004635669660389946","0.0796(46)","","","",""
"12p3/2","10s1/2","2.7310530","0.0321330","2.731(32)","3872.1524","0.0755","3872.15(8)","65074.4126","1531.308664","6.51(15)E+04","0.056777828388559846","0.002709962637791705","0.0568(27)","","","",""
"12p3/2","11s1/2","8.2881627","0.0818655","8.288(82)","8516.0668","0.3652","8516.1(4)","56338.6800","1112.982983","5.63(11)E+04","0.049155847577902104","0.002273489831945029","0.0492(23)","","","",""
"12p3/2","12s1/2","64.3756240","0.5242870","64.38(52)","29970.9881","4.5235","29971(5)","77973.5013","1270.551885","7.80(13)E+04","0.06803236327379421","0.00305510796808282","0.0680(31)","","","",""
"12p3/2","6d3/2","0.0667761","0.0003930","0.06678(39)","681.9752","0.0027","681.975(3)","7121.0443","83.819566","7.121(84)E+03","0.006213155316729921","0.0002725337486546704","0.00621(27)","","","",""
"12p3/2","6d5/2","0.2143575","0.0013306","0.2144(13)","691.3946","0.0028","691.395(3)","70421.7290","874.270292","7.042(87)E+04","0.061443395123702636","0.0026940027409584804","0.0614(27)","","","",""
"12p3/2","7d3/2","0.2310873","0.0091282","0.2311(91)","1503.9562","0.0132","1503.96(1)","7951.5894","628.192914","7.95(63)E+03","0.006937811024145762","0.0006182817458815551","0.00694(62)","","","",""
"12p3/2","7d5/2","0.7464750","0.0238819","0.746(24)","1524.3368","0.0135","1524.34(1)","79688.3892","5098.925772","7.97(51)E+04","0.06952861360527496","0.005067524355319214","0.0695(51)","","","",""
"12p3/2","8d3/2","0.6373227","0.0284543","0.637(28)","3037.2030","0.0466","3037.20(5)","7343.5259","655.727202","7.34(66)E+03","0.006407271835442661","0.0006296861969286845","0.00641(63)","","","",""
"12p3/2","8d5/2","2.0479461","0.0736888","2.048(74)","3079.0197","0.0479","3079.02(5)","72779.1497","5237.451645","7.28(52)E+04","0.06350025932467544","0.0050434877908984745","0.0635(50)","","","",""
"12p3/2","9d3/2","1.8394634","0.0845865","1.839(85)","6342.5095","0.2031","6342.5(2)","6717.4779","617.797836","6.72(62)E+03","0.005861041105531501","0.0005903764412033157","0.00586(59)","","","",""
"12p3/2","9d5/2","5.9105227","0.2203080","5.91(22)","6446.0277","0.2098","6446.0(2)","66066.6957","4925.125852","6.61(49)E+04","0.057643601545990235","0.004719705245519307","0.0576(47)","","","",""
"12p3/2","10d3/2","8.0755862","0.4034940","8.08(40)","17146.8352","1.4806","17147(1)","6552.4469","654.783892","6.55(65)E+03","0.00571705051209215","0.000617308616238922","0.00572(62)","","","",""
"12p3/2","10d5/2","26.3625290","1.1159540","26.4(11)","17619.4378","1.5634","17619(2)","64358.4119","5448.747512","6.44(54)E+04","0.05615311333743761","0.005069350269596435","0.0562(51)","","","",""
"13p1/2","7s1/2","0.0175540","0.0073539","0.0176(74)","319.5734","0.0005","319.5734(5)","9564.8421","8014.001649","9.6(80)E+03","0.018631563722104578","0.01532468905445463","0.019(15)","","","",""
"13p1/2","8s1/2","0.1037227","0.0034433","0.1037(34)","865.6705","0.0044","865.670(4)","16800.6914","1115.470812","1.68(11)E+04","0.032726431686442736","0.0022662253888819637","0.0327(23)","","","",""
"13p1/2","9s1/2","0.2863172","0.0114058","0.286(11)","1779.1315","0.0203","1779.13(2)","14747.1481","1174.941898","1.47(12)E+04","0.02872629007764306","0.002344064900023942","0.0287(23)","","","",""
"13p1/2","10s1/2","0.6762961","0.0217264","0.676(22)","3354.4631","0.0567","3354.46(6)","12275.5800","788.720340","1.228(79)E+04","0.023911868977357913","0.0016228975637753089","0.0239(16)","","","",""
"13p1/2","11s1/2","1.7011464","0.0403816","1.701(40)","6358.0430","0.2036","6358.0(2)","11406.4449","541.530625","1.141(54)E+04","0.02221886172266313","0.001181855645226986","0.0222(12)","","","",""
"13p1/2","12s1/2","5.6972224","0.0978979","5.697(98)","13657.1722","0.9393","13657.2(9)","12908.6641","443.638601","1.291(44)E+04","0.02514506726984246","0.0010660061347122344","0.0251(11)","","","",""
"13p1/2","13s1/2","65.2739290","0.3677920","65.27(37)","52581.4882","13.9232","52580(10)","29690.5471","335.418538","2.969(34)E+04","0.05783486165915901","0.0016239227878363576","0.0578(16)","","","",""
"13p1/2","6d3/2","0.1550207","0.0044200","0.1550(44)","663.9291","0.0026","663.929(3)","83186.2703","4743.667427","8.32(47)E+04","0.16204034285241112","0.008686188577345315","0.1620(87)","","","",""
"13p1/2","7d3/2","0.4854464","0.0152572","0.485(15)","1418.9046","0.0117","1418.90(1)","83571.8969","5253.198888","8.36(53)E+04","0.16279151314910603","0.00940857554493786","0.1628(94)","","","",""
"13p1/2","8d3/2","1.1808397","0.0364668","1.181(36)","2709.2466","0.0371","2709.25(4)","71035.1949","4387.431788","7.10(44)E+04","0.13837099914507192","0.00810934531673735","0.1384(81)","","","",""
"13p1/2","9d3/2","2.7802044","0.0832809","2.780(83)","5062.7195","0.1294","5062.7(1)","60344.7046","3615.248885","6.03(36)E+04","0.11754676089290923","0.006875179675627906","0.1175(69)","","","",""
"13p1/2","10d3/2","7.4895074","0.2323407","7.49(23)","10185.8095","0.5225","10185.8(5)","53772.1209","3336.264982","5.38(33)E+04","0.10474388225594962","0.006387349634543201","0.1047(64)","","","",""
"13p1/2","11d3/2","34.4799510","1.2919560","34.5(13)","28137.7059","3.9871","28138(4)","54063.5465","4051.563012","5.41(41)E+04","0.1053115565893393","0.007527219098528877","0.1053(75)","","","",""
"13p3/2","7s1/2","0.1159723","0.0088761","0.1160(89)","319.2088","0.0005","319.2088(5)","209455.3263","32061.904834","2.09(32)E+05","0.2656579413195851","0.029979042573023914","0.266(30)","","","",""
"13p3/2","8s1/2","0.3535030","0.0035350","0.3535(35)","863.0004","0.0043","863.000(4)","98482.8291","1969.640427","9.85(20)E+04","0.12490847612636437","0.005659524778177115","0.1249(57)","","","",""
"13p3/2","9s1/2","0.7876907","0.0098335","0.7877(98)","1767.8902","0.0200","1767.89(2)","56879.1258","1420.154892","5.69(14)E+04","0.0721413568958057","0.003449476305871343","0.0721(34)","","","",""
"13p3/2","10s1/2","1.6846693","0.0275187","1.685(28)","3314.7234","0.0553","3314.72(6)","39472.5122","1289.551009","3.95(13)E+04","0.05006407102661974","0.0026078078454954035","0.0501(26)","","","",""
"13p3/2","11s1/2","3.8149235","0.0475497","3.815(48)","6216.7752","0.1946","6216.8(2)","30681.9874","764.853949","3.068(76)E+04","0.03891480708946168","0.0018767802982108655","0.0389(19)","","","",""
"13p3/2","12s1/2","11.0639420","0.1044690","11.06(10)","13021.5794","0.8539","13021.6(9)","28082.5222","530.355670","2.808(53)E+04","0.035617833894140326","0.001626035087065672","0.0356(16)","","","",""
"13p3/2","13s1/2","82.8690020","0.7171300","82.87(72)","44263.2602","9.8665","44260(10)","40110.8013","694.737971","4.011(69)E+04","0.050873630593760884","0.0022878124989419877","0.0509(23)","","","",""
"13p3/2","6d3/2","0.0519904","0.0003000","0.05199(30)","662.3574","0.0026","662.357(3)","4711.6879","54.375696","4.712(54)E+03","0.005975963125226983","0.0002594190711915849","0.00598(26)","","","",""
"13p3/2","6d5/2","0.1669139","0.0010675","0.1669(11)","671.2391","0.0026","671.239(3)","46661.6931","596.851172","4.666(60)E+04","0.05918230655745189","0.002577738203888612","0.0592(26)","","","",""
"13p3/2","7d3/2","0.1697871","0.0071183","0.1698(71)","1411.7454","0.0116","1411.75(1)","5189.7629","435.160160","5.19(44)E+03","0.006582318765605987","0.0006136433092344194","0.00658(61)","","","",""
"13p3/2","7d5/2","0.5484372","0.0185554","0.548(19)","1429.6886","0.0119","1429.69(1)","52135.8835","3527.850547","5.21(35)E+04","0.06612537246640746","0.005003763109932292","0.0661(50)","","","",""
"13p3/2","8d3/2","0.4229156","0.0195202","0.423(20)","2683.2650","0.0364","2683.26(4)","4689.4730","432.897055","4.69(43)E+03","0.005947787301848135","0.0005999045300151819","0.00595(60)","","","",""
"13p3/2","8d5/2","1.3572741","0.0501982","1.357(50)","2715.8511","0.0372","2715.85(4)","46582.6913","3445.682222","4.66(34)E+04","0.05908210643377576","0.004791765988646946","0.0591(48)","","","",""
"13p3/2","9d3/2","1.0026195","0.0462617","1.003(46)","4972.7419","0.1248","4972.7(1)","4140.8724","382.126741","4.14(38)E+03","0.005251982179324322","0.0005298865380064554","0.00525(53)","","","",""
"13p3/2","9d5/2","3.2070829","0.1183909","3.21(12)","5036.1520","0.1281","5036.2(1)","40787.8859","3011.407715","4.08(30)E+04","0.051732395532340186","0.004215441340786928","0.0517(42)","","","",""
"13p3/2","10d3/2","2.6559042","0.1252262","2.66(13)","9828.0291","0.4864","9828.0(5)","3763.8544","354.932812","3.76(35)E+03","0.0047737999322416125","0.0004905767692450327","0.00477(49)","","","",""
"13p3/2","10d5/2","8.5098670","0.3237183","8.51(32)","9981.4843","0.5017","9981.5(5)","36886.5019","2806.356229","3.69(28)E+04","0.046784163088425805","0.00391412226539298","0.0468(39)","","","",""
"13p3/2","11d3/2","11.0087960","0.5839030","11.01(58)","25566.6202","3.2917","25567(3)","3673.3897","389.673399","3.67(39)E+03","0.004659061005174408","0.0005291879858811047","0.00466(53)","","","",""
"13p3/2","11d5/2","35.8989080","1.6020700","35.9(16)","26259.3319","3.4725","26259(3)","36051.1210","3217.757488","3.61(32)E+04","0.04572462666643956","0.004335617132722442","0.0457(43)","","","",""
"14p1/2","7s1/2","0.0137178","0.0061652","0.0137(62)","316.3961","0.0005","316.3961(5)","6018.8399","5410.102454","6.0(54)E+03","0.016126186071531583","0.01426513238453246","0.016(14)","","","",""
"14p1/2","8s1/2","0.0804083","0.0028441","0.0804(28)","842.7461","0.0041","842.746(4)","10943.3127","774.145863","1.094(77)E+04","0.029320251120020416","0.0021395035142363506","0.0293(21)","","","",""
"14p1/2","9s1/2","0.2115777","0.0098255","0.2116(98)","1684.9342","0.0182","1684.93(2)","9480.4355","880.527813","9.48(88)E+03","0.02540078648949022","0.0023830641281426743","0.0254(24)","","","",""
"14p1/2","10s1/2","0.4562253","0.0179036","0.456(18)","3034.5947","0.0464","3034.59(5)","7545.6032","592.222680","7.55(59)E+03","0.02021681980777018","0.0016330257229607772","0.0202(16)","","","",""
"14p1/2","11s1/2","0.9760720","0.0315545","0.976(32)","5299.3019","0.1414","5299.3(1)","6485.5234","419.328911","6.49(42)E+03","0.017376564025479217","0.001184781368466292","0.0174(12)","","","",""
"14p1/2","12s1/2","2.3111013","0.0564530","2.311(56)","9556.1548","0.4599","9556.2(5)","6200.4862","302.918417","6.20(30)E+03","0.0166128681182675","0.0008978882652134676","0.01661(90)","","","",""
"14p1/2","13s1/2","7.4160833","0.1224251","7.42(12)","19825.1029","1.9793","19825(2)","7150.5617","236.093424","7.15(24)E+03","0.019158390996350316","0.0007810730525411794","0.01916(78)","","","",""
"14p1/2","14s1/2","81.8889910","0.4825200","81.89(48)","74357.7351","27.8437","74360(30)","16523.7986","195.611292","1.652(20)E+04","0.044271961977225154","0.001205533174115443","0.0443(12)","","","",""
"14p1/2","6d3/2","0.1259703","0.0036715","0.1260(37)","650.3608","0.0025","650.361(2)","58440.0432","3406.558891","5.84(34)E+04","0.15657751779944853","0.008500847713650424","0.1566(85)","","","",""
"14p1/2","7d3/2","0.3789276","0.0121981","0.379(12)","1358.3413","0.0108","1358.34(1)","58039.4210","3736.707008","5.80(37)E+04","0.1555041367380678","0.009159798992221701","0.1555(92)","","","",""
"14p1/2","8d3/2","0.8639623","0.0269111","0.864(27)","2496.6962","0.0315","2496.70(3)","48588.0836","3026.889061","4.86(30)E+04","0.13018131245995998","0.0076842429615796804","0.1302(77)","","","",""
"14p1/2","9d3/2","1.8215582","0.0537493","1.822(54)","4367.8556","0.0963","4367.9(1)","40338.3948","2380.557311","4.03(24)E+04","0.10807804684130784","0.006249553952493559","0.1081(62)","","","",""
"14p1/2","10d3/2","3.9567546","0.1144739","3.96(11)","7716.1208","0.2998","7716.1(3)","34523.7914","1997.637693","3.45(20)E+04","0.0924990685793729","0.005347729995052765","0.0925(53)","","","",""
"14p1/2","11d3/2","10.1267120","0.3106890","10.13(31)","14933.7316","1.1231","14934(1)","31193.8664","1914.077671","3.12(19)E+04","0.08357725113618072","0.005117716945444058","0.0836(51)","","","",""
"14p1/2","12d3/2","44.9442490","1.7460040","44.9(17)","40089.1583","8.0934","40089(8)","31761.7742","2467.851652","3.18(25)E+04","0.08509883783952761","0.006381477414391604","0.0851(64)","","","",""
"14p3/2","7s1/2","0.0955667","0.0074659","0.0956(75)","316.1407","0.0005","316.1407(5)","146412.9343","22876.259759","1.46(23)E+05","0.2582880814288403","0.0300444858364938","0.258(30)","","","",""
"14p3/2","8s1/2","0.2829107","0.0028291","0.2829(28)","840.9361","0.0041","840.936(4)","68173.7335","1363.471665","6.82(14)E+04","0.12026576005251216","0.005422570915523754","0.1203(54)","","","",""
"14p3/2","9s1/2","0.6004381","0.0080096","0.6004(80)","1677.7144","0.0180","1677.71(2)","38671.3818","1031.721757","3.87(10)E+04","0.06822045514958495","0.0033027628648788546","0.0682(33)","","","",""
"14p3/2","10s1/2","1.1881871","0.0325337","1.188(33)","3011.2564","0.0457","3011.26(5)","26189.8966","1434.209363","2.62(14)E+04","0.04620177971002025","0.0030823637904138974","0.0462(31)","","","",""
"14p3/2","11s1/2","2.3393290","0.0388651","2.339(39)","5228.5367","0.1377","5228.5(1)","19393.1982","644.390522","1.939(64)E+04","0.03421167660392451","0.0017965839094633439","0.0342(18)","","","",""
"14p3/2","12s1/2","5.0628158","0.0646496","5.063(65)","9328.4800","0.4382","9328.5(4)","15994.0670","408.478529","1.599(41)E+04","0.028215245389337475","0.0013662168640088883","0.0282(14)","","","",""
"14p3/2","13s1/2","14.2206650","0.1300390","14.22(13)","18869.6691","1.7931","18870(2)","15245.9424","278.862900","1.525(28)E+04","0.026895473649589913","0.0012164742275739622","0.0269(12)","","","",""
"14p3/2","14s1/2","103.6752600","0.9348000","103.68(93)","62490.2359","19.6652","62490(20)","22311.1055","402.892319","2.231(40)E+04","0.03935917724052223","0.0017731658798452131","0.0394(18)","","","",""
"14p3/2","6d3/2","0.0421548","0.0002950","0.04215(30)","649.2823","0.0025","649.282(2)","3288.5208","46.026263","3.289(46)E+03","0.005801302553342028","0.00025438425227788827","0.00580(25)","","","",""
"14p3/2","6d5/2","0.1353466","0.0009829","0.13535(98)","657.8147","0.0025","657.815(3)","32598.0293","473.460183","3.260(47)E+04","0.05750641143344042","0.0025170819687466714","0.0575(25)","","","",""
"14p3/2","7d3/2","0.1325692","0.0057699","0.1326(58)","1353.6452","0.0107","1353.65(1)","3589.0376","312.416294","3.59(31)E+03","0.006331446414005555","0.0006076360739619127","0.00633(61)","","","",""
"14p3/2","7d5/2","0.4282406","0.0150102","0.428(15)","1370.1333","0.0109","1370.13(1)","36115.5756","2531.763896","3.61(25)E+04","0.06371173955915649","0.004942168075227965","0.0637(49)","","","",""
"14p3/2","8d3/2","0.3104874","0.0146446","0.310(15)","2480.8768","0.0311","2480.88(3)","3198.0091","301.677734","3.20(30)E+03","0.005641630193926944","0.0005788507214507055","0.00564(58)","","","",""
"14p3/2","8d5/2","0.9959150","0.0375277","0.996(38)","2508.7071","0.0318","2508.71(3)","31820.1329","2398.069215","3.18(24)E+04","0.05613411891285573","0.00461910606646189","0.0561(46)","","","",""
"14p3/2","9d3/2","0.6634019","0.0308003","0.663(31)","4319.6675","0.0942","4319.67(9)","2765.7300","256.813662","2.77(26)E+03","0.0048790436773304986","0.000494379773930932","0.00488(49)","","","",""
"14p3/2","9d5/2","2.1182050","0.0782432","2.118(78)","4367.4359","0.0963","4367.4(1)","27281.2134","2015.452035","2.73(20)E+04","0.0481269793023412","0.003928066010916568","0.0481(39)","","","",""
"14p3/2","10d3/2","1.4423178","0.0661956","1.442(66)","7566.9982","0.2884","7567.0(3)","2431.9708","223.232201","2.43(22)E+03","0.004290256635556598","0.00043078947018901186","0.00429(43)","","","",""
"14p3/2","10d5/2","4.5975228","0.1680629","4.60(17)","7657.6421","0.2953","7657.6(3)","23843.4941","1743.204748","2.38(17)E+04","0.04206247476213843","0.003423539166907901","0.0421(34)","","","",""
"14p3/2","11d3/2","3.6148890","0.1711592","3.61(17)","14385.0740","1.0421","14385(1)","2223.6219","210.570420","2.22(21)E+03","0.003922706947734258","0.00040436885512171026","0.00392(40)","","","",""
"14p3/2","11d5/2","11.5566880","0.4401440","11.56(44)","14601.8016","1.0737","14602(1)","21729.7518","1655.190482","2.17(17)E+04","0.03833360714043424","0.0032269628310005456","0.0383(32)","","","",""
"14p3/2","12d3/2","14.3949400","0.7886910","14.39(79)","36365.7522","6.6598","36366(7)","2182.4752","239.156280","2.18(24)E+03","0.003850119688956452","0.00044973191141917725","0.00385(45)","","","",""
"14p3/2","12d5/2","46.8915210","2.1557040","46.9(22)","37336.4198","7.0200","37336(7)","21399.2199","1967.573289","2.14(20)E+04","0.03775051355444931","0.0036881583233958613","0.0378(37)","","","",""
"6d3/2","7p1/2","7.2410742","0.0347569","7.241(35)","2504.7208","0.0189","2504.72(2)","1690189.3412","16225.743024","1.690(16)E+06","0.9606591400658427","0.0007319071141470999","0.96066(73)","","","",""
"6d3/2","7p3/2","3.3384778","0.0280753","3.338(28)","4336.7542","0.0565","4336.75(6)","69216.5404","1164.171522","6.92(12)E+04","0.03934085993415727","0.0007319071141471001","0.03934(73)","","","",""
"6d5/2","7p3/2","10.2440520","0.0701430","10.244(70)","3990.9931","0.0479","3990.99(5)","557463.7934","7634.150620","5.575(76)E+05","1.0","0.0","1.0","","","",""
"7d3/2","7p1/2","3.4784839","0.0713688","3.478(71)","832.8738","0.0021","832.874(2)","10608395.8431","435309.471427","1.061(44)E+07","0.7881176209352965","0.008561751581675929","0.7881(86)","","","",""
"7d3/2","7p3/2","2.1603967","0.0364423","2.160(36)","968.9892","0.0028","968.989(3)","2598468.5090","87663.688916","2.598(88)E+06","0.19304509839523037","0.008160638018286249","0.1930(82)","","","",""
"7d3/2","8p1/2","18.3378560","0.0433590","18.338(43)","8841.1858","0.2377","8841.2(2)","246475.0040","1165.726735","2.465(12)E+05","0.018311090256736082","0.0006100219388120889","0.01831(61)","","","",""
"7d3/2","8p3/2","8.3417586","0.0209297","8.342(21)","17072.8876","0.8822","17072.9(9)","7082.7451","35.558556","7.083(36)E+03","0.0005261904127370348","1.7558320141153594e-05","0.000526(18)","","","",""
"7d5/2","7p3/2","6.1496471","0.0912359","6.150(91)","960.7134","0.0028","960.713(3)","14402403.0140","427346.882126","1.440(43)E+07","0.9954045712698973","0.00013755022136422","0.99540(14)","","","",""
"7d5/2","8p3/2","25.3238640","0.0617370","25.324(62)","14823.0718","0.6650","14823.1(7)","66490.7702","324.318931","6.649(32)E+04","0.004595428730102687","0.00013755022136422115","0.00460(14)","","","",""
"8d3/2","7p1/2","1.8120451","0.0185753","1.812(19)","650.9040","0.0003","650.9040(3)","6031071.0457","123649.189817","6.03(12)E+06","0.6535259967431867","0.008140457283978093","0.6535(81)","","","",""
"8d3/2","7p3/2","0.9995972","0.0098367","0.9996(98)","731.1727","0.0004","731.1727(4)","1294784.3276","25483.074657","1.295(25)E+06","0.1403026447293162","0.0033286997085112398","0.1403(33)","","","",""
"8d3/2","8p1/2","5.0254979","0.1830795","5.03(18)","2228.3144","0.0043","2228.314(4)","1156208.3117","84241.619228","1.156(84)E+06","0.12528656744901237","0.008179821808331824","0.1253(82)","","","",""
"8d3/2","8p3/2","3.4056288","0.1001312","3.41(10)","2536.5575","0.0052","2536.558(5)","359971.2368","21167.516612","3.60(21)E+05","0.0390064317808333","0.00229850189488542","0.0390(23)","","","",""
"8d3/2","9p1/2","32.3244200","0.0632590","32.324(63)","20727.6654","2.1691","20728(2)","59431.6282","233.362904","5.943(23)E+04","0.006440002737275638","0.00011144010093001145","0.00644(11)","","","",""
"8d3/2","9p3/2","14.7118920","0.0451020","14.712(45)","42651.7442","9.1846","42652(9)","1412.9734","8.711412","1.4130(87)E+03","0.00015310959457659498","2.7483946872075698e-06","0.0001531(27)","","","",""
"8d3/2","5f5/2","11.3030120","0.4648390","11.30(46)","5835.6645","13.6220","5840(10)*","325630.2463","26880.137635","3.26(27)E+05","0.03528524696579918","0.0028703891913612277","0.0353(29)","","","",""
"8d5/2","7p3/2","2.9171346","0.0219831","2.917(22)","728.7899","0.0004","728.7899(4)","7423725.3168","111888.218611","7.42(11)E+06","0.7650191300721795","0.008486981981272066","0.7650(85)","","","",""
"8d5/2","8p3/2","9.5260701","0.2448491","9.53(24)","2508.1093","0.0051","2508.109(5)","1942245.8581","99843.303411","1.94(10)E+06","0.20014954397870152","0.00855797142676993","0.2001(86)","","","",""
"8d5/2","9p3/2","44.4853760","0.1130990","44.49(11)","35820.0829","6.4780","35820(6)","14540.2150","74.353346","1.4540(74)E+04","0.0014983774536344856","2.4600110515386493e-05","0.001498(25)","","","",""
"8d5/2","5f5/2","2.8973563","0.0976636","2.897(98)","5687.2569","12.9380","5690(10)*","15410.3080","1044.205994","1.54(10)E+04","0.0015880410318463312","0.00011025557557264169","0.00159(11)","","","",""
"8d5/2","5f7/2","12.9442460","0.4377430","12.94(44)","5684.3652","12.9248","5680(10)*","308051.7388","20940.818719","3.08(21)E+05","0.031744907463638276","0.002146276910212816","0.0317(21)","","","",""
"9d3/2","7p1/2","1.1771392","0.0129922","1.177(13)","585.5114","0.0002","585.5114(2)","3496688.8543","77186.591032","3.497(77)E+06","0.5858332123124794","0.007495397361590828","0.5858(75)","","","",""
"9d3/2","7p3/2","0.6214215","0.0080218","0.6214(80)","649.6671","0.0003","649.6671(3)","713357.5593","18417.166698","7.13(18)E+05","0.11951550963692727","0.003283017559020173","0.1195(33)","","","",""
"9d3/2","8p1/2","2.6478029","0.0560995","2.648(56)","1611.9836","0.0022","1611.984(2)","847806.5221","35925.273904","8.48(36)E+05","0.14204101048965004","0.005561116543115556","0.1420(56)","","","",""
"9d3/2","8p3/2","1.5651025","0.0221383","1.565(22)","1767.3493","0.0025","1767.349(3)","224763.4536","6358.536674","2.248(64)E+05","0.03765673800199146","0.001183278175168797","0.0377(12)","","","",""
"9d3/2","9p1/2","6.8384642","0.4129501","6.84(41)","4548.9966","0.1045","4549.0(1)","251638.8234","30391.120338","2.52(30)E+05","0.04215942179054333","0.004917229151740167","0.0422(49)","","","",""
"9d3/2","9p3/2","4.8760802","0.2204506","4.88(22)","5127.4242","0.1327","5127.4(1)","89341.0915","8078.334926","8.93(81)E+04","0.014968154390920195","0.0013536535238457888","0.0150(14)","","","",""
"9d3/2","10p1/2","49.5592630","0.2241920","49.56(22)","39632.6843","7.9303","39633(8)","19984.6493","181.207273","1.998(18)E+04","0.003348216493021349","6.073215625969252e-05","0.003348(61)","","","",""
"9d3/2","10p3/2","22.5854300","0.0564200","22.585(56)","84454.4664","36.0106","84450(40)","428.9396","2.212169","4.289(22)E+02","7.186429609167614e-05","1.1894334140760226e-06","0.0000719(12)","","","",""
"9d3/2","5f5/2","2.4613531","0.0098227","2.4614(98)","2915.9272","3.4011","2916(3)*","123772.7747","1078.663107","1.238(11)E+05","0.02073681851522348","0.0003710350310704982","0.02074(37)","","","",""
"9d3/2","6f5/2","22.5651250","0.7781100","22.57(78)","10867.3327","23.6199","10870(20)*","200961.9865","13921.294191","2.01(14)E+05","0.033669054073151745","0.0023138725364050343","0.0337(23)","","","",""
"9d5/2","7p3/2","1.8300767","0.0183533","1.830(18)","648.6002","0.0003","648.6002(3)","4144989.8250","83137.763510","4.145(83)E+06","0.6680421246686574","0.0072326496089885105","0.6680(72)","","","",""
"9d5/2","8p3/2","4.5006458","0.0608167","4.501(61)","1759.4758","0.0025","1759.476(2)","1255786.5926","33938.594953","1.256(34)E+06","0.20239334205864143","0.005305492531089383","0.2024(53)","","","",""
"9d5/2","9p3/2","13.5011840","0.5572450","13.50(56)","5061.7098","0.1294","5061.7(1)","474644.0406","39180.731478","4.75(39)E+05","0.07649770608019309","0.0059373276724770906","0.0765(59)","","","",""
"9d5/2","10p3/2","68.1361980","0.1269130","68.14(13)","69576.3496","24.4404","69580(20)","4654.6489","18.020291","4.655(18)E+03","0.0007501831601533534","1.2267006240390447e-05","0.000750(12)","","","",""
"9d5/2","5f5/2","0.6508594","0.0034115","0.6509(34)","2894.5563","3.3514","2895(3)*","5898.5383","65.140703","5.899(65)E+03","0.0009506590493898291","1.8388567492882477e-05","0.000951(18)","","","",""
"9d5/2","5f7/2","2.9091663","0.0154747","2.909(15)","2893.8071","3.3497","2894(3)*","117935.4684","1319.814160","1.179(13)E+05","0.019007491987228217","0.0003670463880789442","0.01901(37)","","","",""
"9d5/2","6f5/2","5.7883162","0.1617010","5.79(16)","10576.3139","22.3718","10580(20)*","9563.5152","537.763510","9.56(54)E+03","0.0015413381668666587","8.993508593741609e-05","0.001541(90)","","","",""
"9d5/2","6f7/2","25.8516940","0.7263170","25.85(73)","10568.0284","22.3368","10570(20)*","191210.6864","10812.522699","1.91(11)E+05","0.03081715482886982","0.0017576532712607683","0.0308(18)","","","",""
"10d3/2","7p1/2","0.8526242","0.0106780","0.853(11)","553.3253","0.0002","553.3253(2)","2173607.6149","54443.169998","2.174(54)E+06","0.5480669039615861","0.007562074272590177","0.5481(76)","","","",""
"10d3/2","7p3/2","0.4402277","0.0060940","0.4402(61)","610.2784","0.0002","610.2784(2)","431894.8608","11957.299751","4.32(12)E+05","0.10890064865341349","0.003175422708677702","0.1089(32)","","","",""
"10d3/2","8p1/2","1.7354328","0.0294072","1.735(29)","1389.4674","0.0015","1389.467(2)","568692.8770","19273.192544","5.69(19)E+05","0.14339374884290007","0.0046902084460049105","0.1434(47)","","","",""
"10d3/2","8p3/2","0.9745309","0.0093146","0.9745(93)","1503.3850","0.0016","1503.385(2)","141575.4291","2706.365722","1.416(27)E+05","0.03569770670477797","0.0008671113182501376","0.03570(87)","","","",""
"10d3/2","9p1/2","3.5655109","0.1341391","3.57(13)","3133.0755","0.0494","3133.08(5)","209381.4824","15754.403756","2.09(16)E+05","0.05279474546977978","0.0038487137220433853","0.0528(38)","","","",""
"10d3/2","9p3/2","2.1998474","0.0555642","2.200(56)","3397.0138","0.0581","3397.01(6)","62531.7397","3158.880823","6.25(32)E+04","0.01576714064289635","0.0008226348507100732","0.01577(82)","","","",""
"10d3/2","10p1/2","8.8686532","0.6806756","8.87(68)","8027.0866","0.3245","8027.1(3)","77028.0344","11823.919301","7.7(12)E+04","0.019422326286354034","0.002939010372604752","0.0194(29)","","","",""
"10d3/2","10p3/2","6.5611983","0.3615444","6.56(36)","8993.8410","0.4073","8993.8(4)","29973.5390","3303.290932","3.00(33)E+04","0.007557714017370322","0.0008352099809294901","0.00756(84)","","","",""
"10d3/2","11p1/2","70.1113540","0.1349750","70.11(13)","67162.7757","22.7160","67160(20)","8218.6051","32.724492","8.219(33)E+03","0.002072290068198849","3.3828341500956774e-05","0.002072(34)","","","",""
"10d3/2","11p3/2","31.9876920","0.0582200","31.988(58)","146280.0971","107.7569","146300(100)","165.5836","0.705132","1.6558(71)E+02","4.1751284102665324e-05","6.845450042462833e-07","0.00004175(68)","","","",""
