"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"10s1/2","6p3/2","2.7040915","0.0124709","2.704(12)","5243.3986","27.4946","5240(30)","51385.6040","937.052703","5.139(94)E+04","0.04009323081494812","0.000746605501237145","0.04009(75)","","","",""
"10s1/2","7p1/2","3.9659547","0.0145101","3.966(15)","9253.6899","85.6351","9250(90)","20108.8847","577.337734","2.011(58)E+04","0.015689805934231617","0.0004545509269112704","0.01569(45)","","","",""
"10s1/2","7p3/2","5.6087080","0.0205438","5.609(21)","9253.6899","85.6351","9250(90)","40217.7848","1154.761543","4.02(12)E+04","0.03137962390291622","0.0008950473447556583","0.03138(90)","","","",""
"10s1/2","8p1/2","10.2700110","0.0080900","10.2700(81)","18302.6154","335.0025","18300(300)","17427.6835","957.358216","1.743(96)E+04","0.013597818902012603","0.0007418580997058672","0.01360(74)","","","",""
"10s1/2","8p3/2","14.5239940","0.0114390","14.524(11)","18302.6154","335.0025","18300(300)","34855.3918","1914.717517","3.49(19)E+04","0.027195657120657593","0.001463119644104348","0.0272(15)","","","",""
"10s1/2","9p1/2","56.9542350","0.6149950","56.95(61)","55639.0141","3095.8547","5.6(3)E+04","19078.8011","3211.278891","1.91(32)E+04","0.014886090965625404","0.0024698313069935877","0.0149(25)","","","",""
"10s1/2","9p3/2","80.5454290","0.8715450","80.55(87)","55639.0141","3095.8547","5.6(3)E+04","38157.5808","6422.774563","3.82(64)E+04","0.029772165244890243","0.004863561787952282","0.0298(49)","","","",""
"2p1/2","2s1/2","3.317","0.0004","3.3170(4)","670.9761","0.0064","670.976(6)","36898359.4650","8960.987651","3.68984(90)E+07","1.0","0.0","1.0","W. I. McAlexander, E. R. I. Abraham, and R. G. Hulet, Phys. Rev. A 54, R5 (1996)","https://doi.org/10.1103/PhysRevA.54.R5","",""
"2p3/2","2s1/2","4.6907","0.0006","4.6907(6)","670.9608","0.0064","670.961(6)","36897008.5817","9497.447129","3.68970(95)E+07","1.0","0.0","1.0","W. I. McAlexander, E. R. I. Abraham, and R. G. Hulet, Phys. Rev. A 54, R5 (1996)","https://doi.org/10.1103/PhysRevA.54.R5","",""
"3p1/2","2s1/2","0.1829257","0.0001662","0.18293(17)","323.3590","0.0015","323.359(1)","1002609.6884","1821.925286","1.0026(18)E+06","0.21154246980049907","0.0003464766831539747","0.21154(35)","","","",""
"3p1/2","3s1/2","8.4674541","0.0042337","8.4675(42)","2688.7069","0.1022","2688.7(1)","3736909.9424","3761.120834","3.7369(38)E+06","0.7884575301995008","0.0003464766831539747","0.78846(35)","","","",""
"3p3/2","2s1/2","0.2586995","0.0002960","0.25870(30)","323.3590","0.0015","323.359(1)","1002636.7726","2294.444465","1.0026(23)E+06","0.21154668092296894","0.00041698120257781127","0.21155(42)","","","",""
"3p3/2","3s1/2","11.9747990","0.0059874","11.9748(60)","2688.7069","0.1022","2688.7(1)","3736916.5413","3761.151508","3.7369(38)E+06","0.7884533190770312","0.0004169812025778113","0.78845(42)","","","",""
"4p1/2","2s1/2","0.1601011","0.0000801","0.160101(80)","274.2014","0.0011","274.201(1)","1259555.0592","1260.418306","1.2596(13)E+06","0.488562629825493","0.00033625231451798966","0.48856(34)","","","",""
"4p1/2","3s1/2","0.0318905","0.0005758","0.03189(58)","1079.5137","0.0165","1079.51(2)","818.9840","29.574412","8.19(30)E+02","0.0003176717010054203","1.1469811968335802e-05","0.000318(11)","","","",""
"4p1/2","4s1/2","15.7185170","0.0078593","15.7185(79)","6861.1105","0.6657","6861.1(7)","774956.2776","807.125527","7.7496(81)E+05","0.3005939869184525","0.00028252458257444385","0.30059(28)","","","",""
"4p1/2","3d3/2","1.9596322","0.0015667","1.9596(16)","1928.0937","0.0526","1928.09(5)","542752.7791","868.982270","5.4275(87)E+05","0.210525711555049","0.00029283973127519354","0.21053(29)","","","",""
