"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"10p3/2","8s1/2","1.2409925","0.0284072","1.241(28)","2254.0151","0.0006","2254.0151(6)","68120.0821","3118.634153","6.81(31)E+04","0.06851558039079152","0.0034453865962436256","0.0685(34)","","","",""
"10p3/2","9s1/2","4.5786304","0.0698098","4.579(70)","5425.8942","0.0036","5425.894(4)","66475.9473","2027.100765","6.65(20)E+04","0.06686189986046387","0.0026114627159901423","0.0669(26)","","","",""
"10p3/2","10s1/2","52.6648260","0.1742120","52.66(17)","22053.2356","0.0588","22053.24(6)","130988.0479","866.601418","1.3099(87)E+05","0.1317485511233153","0.0036133865534293008","0.1317(36)","","","",""
"10p3/2","5d3/2","0.0910696","0.0070066","0.0911(70)","701.5368","0.0001","701.5368(1)","12167.5415","1872.262450","1.22(19)E+04","0.012238184995023589","0.0018887092975606228","0.0122(19)","","","",""
"10p3/2","5d5/2","0.2817853","0.0195347","0.282(20)","706.3726","0.0001","706.3726(1)","114114.9269","15821.981227","1.14(16)E+05","0.11477746659315284","0.01430385561958505","0.115(14)","","","",""
"10p3/2","6d3/2","0.3462759","0.0067377","0.3463(67)","1622.0979","0.0004","1622.0979(4)","14230.5157","553.783532","1.423(55)E+04","0.01431313660287189","0.0006699728714442504","0.01431(67)","","","",""
"10p3/2","6d5/2","1.0741961","0.0190362","1.074(19)","1633.4556","0.0004","1633.4556(4)","134107.3045","4753.123700","1.341(48)E+05","0.134885917874382","0.005457916846696671","0.1349(55)","","","",""
"10p3/2","7d3/2","1.1649650","0.0363433","1.165(36)","3695.7063","0.0017","3695.706(2)","13618.8585","849.732416","1.362(85)E+04","0.013697928248350155","0.0009195284931032869","0.01370(92)","","","",""
"10p3/2","7d5/2","3.6093397","0.1018159","3.61(10)","3724.5281","0.0017","3724.528(2)","127717.1062","7205.546276","1.277(72)E+05","0.12845861871645228","0.007135176366752488","0.1285(71)","","","",""
"10p3/2","8d3/2","5.6196271","0.1927551","5.62(19)","10610.7900","0.0136","10610.79(1)","13389.9563","918.560009","1.339(92)E+04","0.013467696978728901","0.0009803949601749997","0.01347(98)","","","",""
"10p3/2","8d5/2","17.5205810","0.5475760","17.52(55)","10743.4846","0.0139","10743.48(1)","125391.7108","7837.809895","1.254(78)E+05","0.1261197223054688","0.007610702833249535","0.1261(76)","","","",""
"11p1/2","6s1/2","0.0162114","0.0053711","0.0162(54)","340.0965","0.0000","340.0965","6768.1821","4484.817206","6.8(45)E+03","0.011514436741454755","0.007546743490274376","0.0115(75)","","","",""
"11p1/2","7s1/2","0.1246777","0.0013148","0.1247(13)","920.1414","0.0003","920.1414(3)","20213.9467","426.336020","2.021(43)E+04","0.03438917685973551","0.0010949875547719516","0.0344(11)","","","",""
"11p1/2","8s1/2","0.3768955","0.0080724","0.3769(81)","1966.0759","0.0000","1966.0759","18935.5705","811.129343","1.894(81)E+04","0.03221432671261671","0.00155042080305859","0.0322(16)","","","",""
"11p1/2","9s1/2","1.0684038","0.0197155","1.068(20)","4011.6170","0.0008","4011.6170(8)","17912.2347","661.077136","1.791(66)E+04","0.030473366410744364","0.0013208303618976174","0.0305(13)","","","",""
"11p1/2","10s1/2","3.9514808","0.0714401","3.951(71)","9064.5855","0.0042","9064.586(4)","21237.9801","767.936629","2.124(77)E+04","0.03613132374226154","0.0015382687692033826","0.0361(15)","","","",""
"11p1/2","11s1/2","51.4210790","0.1283620","51.42(13)","36806.2347","0.0303","36806.23(3)","53722.4128","268.213633","5.372(27)E+04","0.09139578624595593","0.002275699096913321","0.0914(23)","","","",""
"11p1/2","5d3/2","0.1639564","0.0085494","0.1640(85)","670.9533","0.0000","670.9533","90160.6684","9402.738997","9.02(94)E+04","0.15338672901843067","0.01383819845953343","0.153(14)","","","",""
"11p1/2","6d3/2","0.5643095","0.0112538","0.564(11)","1467.4371","0.0002","1467.4371(2)","102092.4304","4071.977499","1.021(41)E+05","0.1736857572505136","0.0070290832816189705","0.1737(70)","","","",""
"11p1/2","7d3/2","1.5536230","0.0432675","1.554(43)","2980.1028","0.0005","2980.1028(5)","92392.1009","5146.132911","9.24(51)E+04","0.15718297570490142","0.008207742336869557","0.1572(82)","","","",""
"11p1/2","8d3/2","4.5109805","0.1344598","4.51(13)","6280.6847","0.0020","6280.685(2)","83206.6889","4960.320602","8.32(50)E+04","0.14155620273798225","0.007941471813782353","0.1416(79)","","","",""
"11p1/2","9d3/2","20.5417370","0.6819690","20.54(68)","17399.1385","0.0154","17399.14(2)","81157.4523","5388.723126","8.12(54)E+04","0.13806991857540335","0.008501031550259011","0.1381(85)","","","",""
"11p3/2","6s1/2","0.0627265","0.0066606","0.0627(67)","339.8953","0.0000","339.8953","50754.4263","10778.695816","5.1(11)E+04","0.07804481630065575","0.015357414264436485","0.078(15)","","","",""
"11p3/2","7s1/2","0.2698519","0.0048472","0.2699(48)","918.6705","0.0004","918.6705(4)","47575.0150","1709.127212","4.76(17)E+04","0.07315585218530606","0.0030706642016938594","0.0732(31)","","","",""
"11p3/2","8s1/2","0.7259333","0.0175982","0.726(18)","1959.3726","0.0012","1959.373(1)","35485.3983","1720.486266","3.55(17)E+04","0.05456571166527922","0.0028636680700777914","0.0546(29)","","","",""
"11p3/2","9s1/2","1.9134663","0.0273541","1.913(27)","3983.8077","0.0048","3983.808(5)","29332.8216","838.659077","2.933(84)E+04","0.045104926571733664","0.0016899506663152488","0.0451(17)","","","",""
"11p3/2","10s1/2","6.5388350","0.0925615","6.539(93)","8923.8283","0.0242","8923.83(2)","30475.7542","862.808633","3.048(86)E+04","0.046862408193816096","0.001744943099924146","0.0469(17)","","","",""
"11p3/2","11s1/2","70.5766250","0.2211160","70.58(22)","34590.8251","0.3598","34590.8(4)","60960.1916","381.980318","6.096(38)E+04","0.09373816832681957","0.002465820767011211","0.0937(25)","","","",""
"11p3/2","5d3/2","0.0666602","0.0049327","0.0667(49)","670.1709","0.0001","670.1709(1)","7477.9724","1106.705184","7.5(11)E+03","0.011498839116103004","0.0017078384491862153","0.0115(17)","","","",""
"11p3/2","5d5/2","0.2063032","0.0137659","0.206(14)","674.5826","0.0001","674.5826(1)","70228.5748","9372.220479","7.02(94)E+04","0.10799011285187304","0.01305888082997663","0.108(13)","","","",""
"11p3/2","6d3/2","0.2303111","0.0048589","0.2303(49)","1463.6996","0.0007","1463.6996(7)","8568.0344","361.521631","8.57(36)E+03","0.013175021722605524","0.0006445687045018809","0.01318(64)","","","",""
"11p3/2","6d5/2","0.7142326","0.0136304","0.714(14)","1472.9411","0.0007","1472.9411(7)","80859.3983","3086.238136","8.09(31)E+04","0.1243370747121173","0.0052082219860213885","0.1243(52)","","","",""
"11p3/2","7d3/2","0.6373060","0.0203282","0.637(20)","2964.7288","0.0027","2964.729(3)","7894.9324","503.650567","7.89(50)E+03","0.012139996280495897","0.0008261403015275933","0.01214(83)","","","",""
"11p3/2","7d5/2","1.9709925","0.0565431","1.971(57)","2983.2482","0.0027","2983.248(3)","74115.5118","4252.396495","7.41(43)E+04","0.11396703557096569","0.006448612252071551","0.1140(64)","","","",""
"11p3/2","8d3/2","1.8443463","0.0636320","1.844(64)","6212.7854","0.0117","6212.79(1)","7185.1062","495.788323","7.19(50)E+03","0.011048500309137859","0.0008055689215072357","0.01105(81)","","","",""
"11p3/2","8d5/2","5.7032872","0.1771733","5.70(18)","6258.0424","0.0119","6258.04(1)","67226.7788","4176.815890","6.72(42)E+04","0.10337426683844961","0.006306808733053527","0.1034(63)","","","",""
"11p3/2","9d3/2","8.1398078","0.3111771","8.14(31)","16887.8411","0.0867","16887.84(9)","6968.0814","532.766242","6.97(53)E+03","0.010714782380673363","0.0008558850321288387","0.01071(86)","","","",""
"11p3/2","9d5/2","25.3573740","0.8796410","25.36(88)","17093.0792","0.0878","17093.08(9)","65216.1198","4524.662078","6.52(45)E+04","0.10028248697396823","0.006733253955434244","0.1003(67)","","","",""
"12p1/2","6s1/2","0.0115313","0.0044183","0.0115(44)","334.9811","0.0000","334.9811","3583.7110","2746.248990","3.6(27)E+03","0.00871022279289555","0.00661940744127789","0.0087(66)","","","",""
"12p1/2","7s1/2","0.0900018","0.0009590","0.09000(96)","883.6340","0.0002","883.6340(2)","11893.8504","253.466098","1.189(25)E+04","0.028908046836385506","0.0008943221367345958","0.02891(89)","","","",""
"12p1/2","8s1/2","0.2495402","0.0060616","0.2495(61)","1806.5927","0.0000","1806.5927","10698.8630","519.773792","1.070(52)E+04","0.026003625660280392","0.0013677692516531799","0.0260(14)","","","",""
"12p1/2","9s1/2","0.5997596","0.0104352","0.600(10)","3399.3154","0.0006","3399.3154(6)","9277.2090","322.827784","9.28(32)E+03","0.02254829040052717","0.0009257126407735926","0.02255(93)","","","",""
"12p1/2","10s1/2","1.5529059","0.0259614","1.553(26)","6442.4571","0.0021","6442.457(2)","9136.3553","305.482224","9.14(31)E+03","0.022205944900661998","0.0008875449688868644","0.02221(89)","","","",""
"12p1/2","11s1/2","5.3741229","0.0918909","5.374(92)","13875.3700","0.0043","13875.370(4)","10952.6391","374.553349","1.095(37)E+04","0.026620429381759812","0.0010768629274542194","0.0266(11)","","","",""
"12p1/2","12s1/2","66.4283240","0.1552540","66.43(16)","54457.8665","0.0663","54457.87(7)","27679.7417","129.384325","2.768(13)E+04","0.06727571345683467","0.0015750364278408538","0.0673(16)","","","",""
"12p1/2","5d3/2","0.1277577","0.0064606","0.1278(65)","651.3311","0.0000","651.3311","59841.9939","6052.319132","5.98(61)E+04","0.14544618512465252","0.012831149095930605","0.145(13)","","","",""
"12p1/2","6d3/2","0.4148130","0.0085330","0.4148(85)","1376.7258","0.0002","1376.7258(2)","66803.5699","2748.394396","6.68(27)E+04","0.16236632110803406","0.00663950352076177","0.1624(66)","","","",""
"12p1/2","7d3/2","1.0292478","0.0287043","1.029(29)","2628.3991","0.0004","2628.3991(4)","59102.1517","3296.554810","5.91(33)E+04","0.14364799585350851","0.007528155775384865","0.1436(75)","","","",""
"12p1/2","8d3/2","2.4392599","0.0704455","2.439(70)","4899.0994","0.0012","4899.099(1)","51263.0825","2960.941948","5.13(30)E+04","0.12459510958880991","0.006862960736458903","0.1246(69)","","","",""
"12p1/2","9d3/2","6.5102166","0.1955546","6.51(20)","9768.0145","0.0049","9768.015(5)","46069.0541","2767.654598","4.61(28)E+04","0.11197100456589286","0.006461520470040982","0.1120(65)","","","",""
"12p1/2","10d3/2","28.0348440","0.9758530","28.03(98)","26031.9250","0.0346","26031.93(3)","45135.1348","3142.179554","4.51(31)E+04","0.10970111032975709","0.007203948406015652","0.1097(72)","","","",""
"12p3/2","6s1/2","0.0485797","0.0054952","0.0486(55)","334.8475","0.0000","334.8475","31840.2123","7203.351796","3.18(72)E+04","0.07064010132314691","0.014913894658657235","0.071(15)","","","",""
"12p3/2","7s1/2","0.2006183","0.0072480","0.2006(72)","882.7047","0.0003","882.7047(3)","29641.6260","2141.803665","2.96(21)E+04","0.06576235871379889","0.004722591559492769","0.0658(47)","","","",""
"12p3/2","8s1/2","0.4955800","0.0103632","0.496(10)","1802.7127","0.0010","1802.713(1)","21235.1483","888.107223","2.124(89)E+04","0.04711190402408851","0.002213303501086074","0.0471(22)","","","",""
"12p3/2","9s1/2","1.1284969","0.0212112","1.128(21)","3385.6045","0.0035","3385.604(3)","16622.6170","624.876603","1.662(62)E+04","0.03687862809230777","0.0016208582398314904","0.0369(16)","","","",""
"12p3/2","10s1/2","2.7319503","0.0358891","2.732(36)","6393.3865","0.0124","6393.39(1)","14466.3854","380.084194","1.447(38)E+04","0.03209485284985691","0.0011432130171471198","0.0321(11)","","","",""
"12p3/2","11s1/2","8.8236929","0.1187704","8.82(12)","13649.7342","0.0560","13649.73(6)","15507.2755","417.468181","1.551(42)E+04","0.034404152390183615","0.0012393335205102747","0.0344(12)","","","",""
"12p3/2","12s1/2","91.0707520","0.2733680","91.07(27)","51139.9870","0.7863","51140.0(8)","31411.1127","188.579678","3.141(19)E+04","0.06968810889856783","0.0017818898477689475","0.0697(18)","","","",""
"12p3/2","5d3/2","0.0518832","0.0037565","0.0519(38)","650.8261","0.0001","650.8261(1)","4946.1354","716.230204","4.95(72)E+03","0.010973403670063882","0.0015951633006186985","0.0110(16)","","","",""
"12p3/2","5d5/2","0.1605925","0.0104911","0.161(10)","654.9860","0.0001","654.9860(1)","46490.2466","6074.179384","4.65(61)E+04","0.10314239431063647","0.0122787370399248","0.103(12)","","","",""
"12p3/2","6d3/2","0.1693557","0.0037135","0.1694(37)","1374.4714","0.0006","1374.4714(6)","5594.9961","245.365440","5.59(25)E+03","0.012412953941551381","0.0006204299683262293","0.01241(62)","","","",""
"12p3/2","6d5/2","0.5251424","0.0103783","0.525(10)","1382.6174","0.0006","1382.6174(6)","52851.2667","2088.981202","5.29(21)E+04","0.11725483476155495","0.00500045898094671","0.1173(50)","","","",""
"12p3/2","7d3/2","0.4232667","0.0135952","0.423(14)","2620.1943","0.0021","2620.194(2)","5044.6961","324.068263","5.04(32)E+03","0.011192068663646797","0.0007637803995596473","0.01119(76)","","","",""
"12p3/2","7d5/2","1.3081348","0.0376873","1.308(38)","2634.6490","0.0021","2634.649(2)","47396.2538","2730.967540","4.74(27)E+04","0.10515244501960337","0.005989638062488339","0.1052(60)","","","",""
"12p3/2","8d3/2","1.0054733","0.0339222","1.005(34)","4870.6715","0.0072","4870.671(7)","4431.8176","299.037289","4.43(30)E+03","0.00983234800284535","0.0007012150436192442","0.00983(70)","","","",""
"12p3/2","8d5/2","3.1024426","0.0938697","3.102(94)","4898.4435","0.0073","4898.444(7)","41480.1687","2510.106715","4.15(25)E+04","0.09202712883016612","0.005529804157361139","0.0920(55)","","","",""
"12p3/2","9d3/2","2.6695109","0.0936409","2.670(94)","9655.6505","0.0284","9655.65(3)","4009.8312","281.313112","4.01(28)E+03","0.008896136832806649","0.0006571741796728084","0.00890(66)","","","",""
"12p3/2","9d5/2","8.2430497","0.2598302","8.24(26)","9722.3955","0.0284","9722.40(3)","37450.9902","2360.994709","3.75(24)E+04","0.08308806853532656","0.00521318329670304","0.0831(52)","","","",""
"12p3/2","10d3/2","11.1240380","0.4454640","11.12(45)","25248.8782","0.1939","25248.9(2)","3894.0900","311.879008","3.89(31)E+03","0.008639355405473052","0.000719010797007821","0.00864(72)","","","",""
"12p3/2","10d5/2","34.6296540","1.2560440","34.6(13)","25548.9773","0.1963","25549.0(2)","36423.6162","2642.224891","3.64(26)E+04","0.08080875573437486","0.005733765710149113","0.0808(57)","","","",""
"13p1/2","6s1/2","0.0086987","0.0037200","0.0087(37)","331.5027","0.0000","331.5027","2104.1896","1799.713811","2.1(18)E+03","0.00702129234527113","0.005964950302806104","0.0070(60)","","","",""
"13p1/2","7s1/2","0.0692106","0.0007337","0.06921(73)","859.8349","0.0002","859.8349(2)","7633.7393","161.850194","7.63(16)E+03","0.025472379235123518","0.0007636660882380115","0.02547(76)","","","",""
"13p1/2","8s1/2","0.1818748","0.0047732","0.1819(48)","1709.8346","0.0000","1709.8346","6703.7844","351.873968","6.70(35)E+03","0.022369291482809413","0.001246274650221248","0.0224(12)","","","",""
"13p1/2","9s1/2","0.4032353","0.0100035","0.403(10)","3072.1914","0.0005","3072.1914(5)","5680.8010","281.859715","5.68(28)E+03","0.018955784756908865","0.0010102962401705104","0.0190(10)","","","",""
"13p1/2","10s1/2","0.8736595","0.0136050","0.874(14)","5360.6670","0.0015","5360.667(1)","5019.5551","156.333324","5.02(16)E+03","0.01674932900061126","0.0006288690494456145","0.01675(63)","","","",""
"13p1/2","11s1/2","2.1182362","0.0331066","2.118(33)","9671.7579","0.0021","9671.758(2)","5024.2336","157.050751","5.02(16)E+03","0.016764940447503814","0.0006309787912868091","0.01676(63)","","","",""
"13p1/2","12s1/2","7.0031438","0.1150471","7.00(12)","20126.1953","0.0091","20126.195(9)","6094.5038","200.240067","6.09(20)E+03","0.02033623455854946","0.0007896611032839526","0.02034(79)","","","",""
"13p1/2","13s1/2","83.3364230","0.1841990","83.34(18)","76994.2077","0.1326","76994.2(1)","15414.6213","68.142108","1.5415(68)E+04","0.05143574660146037","0.0011382530648375968","0.0514(11)","","","",""
"13p1/2","5d3/2","0.1036471","0.0051431","0.1036(51)","638.3083","0.0000","638.3083","41846.6024","4152.962520","4.18(42)E+04","0.13963438980685583","0.012149577604823665","0.140(12)","","","",""
"13p1/2","6d3/2","0.3240421","0.0067784","0.3240(68)","1319.8102","0.0002","1319.8102(2)","46270.6685","1935.804636","4.63(19)E+04","0.15439668213681254","0.006332154778694207","0.1544(63)","","","",""
"13p1/2","7d3/2","0.7552863","0.0210552","0.755(21)","2428.4612","0.0003","2428.4612(3)","40352.1827","2249.804550","4.04(22)E+04","0.13464778704107713","0.007052777512373036","0.1346(71)","","","",""
"13p1/2","8d3/2","1.6095424","0.0456758","1.610(46)","4247.3158","0.0009","4247.3158(9)","34252.9915","1944.071547","3.43(19)E+04","0.11429591173065334","0.006215327329850975","0.1143(62)","","","",""
"13p1/2","9d3/2","3.5028634","0.0994731","3.503(99)","7479.5088","0.0029","7479.509(3)","29707.3894","1687.240281","2.97(17)E+04","0.09912807609293517","0.00548204139957423","0.0991(55)","","","",""
"13p1/2","10d3/2","8.8560530","0.2631158","8.86(26)","14339.3763","0.0105","14339.38(1)","26948.0247","1601.266634","2.69(16)E+04","0.0899205854994468","0.005218499206334622","0.0899(52)","","","",""
"13p1/2","11d3/2","36.6837470","1.3066120","36.7(13)","37129.4068","0.0703","37129.41(7)","26633.6483","1897.289529","2.66(19)E+04","0.0888715692639814","0.006056877523974652","0.0889(61)","","","",""
"13p3/2","6s1/2","0.0391977","0.0046377","0.0392(46)","331.4092","0.0000","331.4092","21381.3355","5059.491747","2.14(51)E+04","0.06575651198165866","0.014587101314907721","0.066(15)","","","",""
"13p3/2","7s1/2","0.1576256","0.0059481","0.1576(59)","859.2062","0.0003","859.2062(3)","19841.2294","1497.442251","1.98(15)E+04","0.061020044186693205","0.004558662496396283","0.0610(46)","","","",""
"13p3/2","8s1/2","0.3635626","0.0078331","0.3636(78)","1707.3504","0.0009","1707.3504(9)","13452.3374","579.671859","1.345(58)E+04","0.041371540289078704","0.001977034720650983","0.0414(20)","","","",""
"13p3/2","9s1/2","0.7612309","0.0097674","0.7612(98)","3064.1805","0.0029","3064.181(3)","10202.2766","261.812065","1.020(26)E+04","0.03137624966526123","0.0010858489299383008","0.0314(11)","","","",""
"13p3/2","10s1/2","1.6052083","0.0275608","1.605(28)","5336.3237","0.0087","5336.324(9)","8589.0201","294.940249","8.59(29)E+03","0.026414814105837795","0.0010882569767018343","0.0264(11)","","","",""
"13p3/2","11s1/2","3.6816360","0.0456420","3.682(46)","9592.8046","0.0277","9592.80(3)","7777.7184","192.843966","7.78(19)E+03","0.02391972334485914","0.0008167115120491252","0.02392(82)","","","",""
"13p3/2","12s1/2","11.4328190","0.1484320","11.43(15)","19787.2984","0.1177","19787.3(1)","8545.8342","221.900750","8.55(22)E+03","0.026281999366415086","0.0009177048852951784","0.02628(92)","","","",""
"13p3/2","13s1/2","114.1504700","0.3298000","114.15(33)","72259.7130","1.5699","72260(2)","17493.3920","101.089162","1.749(10)E+04","0.05379946619052453","0.001329021049473509","0.0538(13)","","","",""
"13p3/2","5d3/2","0.0420583","0.0030065","0.0421(30)","637.9617","0.0001","637.9617(1)","3450.8561","493.362723","3.45(49)E+03","0.010612819616054462","0.0015227273244644954","0.0106(15)","","","",""
"13p3/2","5d5/2","0.1301938","0.0084015","0.1302(84)","641.9583","0.0001","641.9583(1)","32453.9423","4188.552699","3.25(42)E+04","0.09980938944113654","0.011772552363932064","0.100(12)","","","",""
"13p3/2","6d3/2","0.1323092","0.0029614","0.1323(30)","1318.3295","0.0005","1318.3295(5)","3870.0402","173.241727","3.87(17)E+03","0.011901985536504279","0.0005994442886296142","0.01190(60)","","","",""
"13p3/2","6d5/2","0.4102521","0.0082565","0.4103(83)","1325.8218","0.0006","1325.8218(6)","36580.8223","1472.409573","3.66(15)E+04","0.11250126436310724","0.004820580953842508","0.1125(48)","","","",""
"13p3/2","7d3/2","0.3109572","0.0100146","0.311(10)","2423.4529","0.0018","2423.453(2)","3441.1593","221.650015","3.44(22)E+03","0.010582998109625695","0.0007210019333738695","0.01058(72)","","","",""
"13p3/2","7d5/2","0.9607244","0.0277052","0.961(28)","2435.8133","0.0018","2435.813(2)","32349.9026","1865.801521","3.23(19)E+04","0.09948942419692199","0.005667431947929661","0.0995(57)","","","",""
"13p3/2","8d3/2","0.6656076","0.0221788","0.666(22)","4232.0196","0.0054","4232.020(5)","2960.7439","197.310687","2.96(20)E+03","0.00910552055006045","0.0006400321379394909","0.00911(64)","","","",""
"13p3/2","8d5/2","2.0519298","0.0611856","2.052(61)","4252.9704","0.0055","4252.970(6)","27723.9576","1653.377209","2.77(17)E+04","0.08526271643266425","0.005066175551018017","0.0853(51)","","","",""
"13p3/2","9d3/2","1.4492485","0.0485518","1.449(49)","7432.2034","0.0168","7432.20(2)","2591.4347","173.633189","2.59(17)E+03","0.007969740982838933","0.0005634475447415073","0.00797(56)","","","",""
"13p3/2","9d5/2","4.4641946","0.1338948","4.46(13)","7471.6855","0.0168","7471.69(2)","24201.2503","1451.738503","2.42(15)E+04","0.07442892445455669","0.004492413818807877","0.0744(45)","","","",""
"13p3/2","10d3/2","3.6399516","0.1269373","3.64(13)","14166.5092","0.0610","14166.51(6)","2360.5325","164.639350","2.36(16)E+03","0.007259620702373404","0.0005322060163120075","0.00726(53)","","","",""
"13p3/2","10d5/2","11.2271340","0.3513800","11.23(35)","14260.4916","0.0611","14260.49(6)","22016.1635","1378.096971","2.20(14)E+04","0.06770887225030496","0.004265108274755575","0.0677(43)","","","",""
"13p3/2","11d3/2","14.5730170","0.5965210","14.57(60)","35992.1839","0.3940","35992.2(4)","2307.1810","188.880862","2.31(19)E+03","0.007095542393420614","0.0006015524212580151","0.00710(60)","","","",""
"13p3/2","11d5/2","45.3394590","1.6794710","45.3(17)","36412.4158","0.3986","36412.4(4)","21568.0809","1597.856296","2.16(16)E+04","0.0663308318401023","0.004847518961491194","0.0663(48)","","","",""
"14p1/2","6s1/2","0.0068513","0.0031893","0.0069(32)","329.0245","0.0000","329.0245","1335.0530","1242.942044","1.3(12)E+03","0.005933118941047129","0.0054922697621480505","0.0059(55)","","","",""
"14p1/2","7s1/2","0.0555711","0.0005831","0.05557(58)","843.3592","0.0002","843.3592(2)","5215.5182","109.451448","5.22(11)E+03","0.023178323980682005","0.0006750630666545434","0.02318(68)","","","",""
"14p1/2","8s1/2","0.1408848","0.0041676","0.1409(42)","1645.8948","0.0000","1645.8948","4509.8216","266.815616","4.51(27)E+03","0.02004213203300812","0.0012335680204360394","0.0200(12)","","","",""
"14p1/2","9s1/2","0.2945385","0.0079379","0.2945(79)","2871.7402","0.0004","2871.7402(4)","3710.9576","200.022817","3.71(20)E+03","0.016491894615913903","0.0009384037692570504","0.01649(94)","","","",""
"14p1/2","10s1/2","0.5803586","0.0121429","0.580(12)","4778.6457","0.0012","4778.646(1)","3126.9120","130.849373","3.13(13)E+03","0.013896333147835596","0.0006414482543014129","0.01390(64)","","","",""
"14p1/2","11s1/2","1.1921779","0.0172077","1.192(17)","7929.3225","0.0014","7929.322(1)","2888.0932","83.372526","2.888(83)E+03","0.012834996839797422","0.00045200638322843555","0.01283(45)","","","",""
"14p1/2","12s1/2","2.7641845","0.0411536","2.764(41)","13810.8480","0.0043","13810.848(4)","2938.3960","87.494576","2.938(87)E+03","0.013058547966862016","0.0004693341669196879","0.01306(47)","","","",""
"14p1/2","13s1/2","8.8384098","0.1409022","8.84(14)","28004.6544","0.0175","28004.65(2)","3603.2544","114.886385","3.60(11)E+03","0.016013250152648324","0.0006017875837025232","0.01601(60)","","","",""
"14p1/2","14s1/2","102.1461500","0.2151900","102.15(22)","105012.5648","0.2466","105012.6(2)","9127.6193","38.458134","9.128(38)E+03","0.04056412189151748","0.0008552957936649242","0.04056(86)","","","",""
"14p1/2","5d3/2","0.0865312","0.0042405","0.0865(42)","629.1835","0.0000","629.1835","30454.4549","2984.868254","3.05(30)E+04","0.13534287261272912","0.011669473455667254","0.135(12)","","","",""
"14p1/2","6d3/2","0.2635628","0.0055697","0.2636(56)","1281.3858","0.0002","1281.3858(2)","33447.6646","1413.655172","3.34(14)E+04","0.14864501861939913","0.006099011882775935","0.1486(61)","","","",""
"14p1/2","7d3/2","0.5895573","0.0164249","0.590(16)","2301.4761","0.0003","2301.4761(3)","28884.8403","1609.446999","2.89(16)E+04","0.12836733664073133","0.006714297693998472","0.1284(67)","","","",""
"14p1/2","8d3/2","1.1777956","0.0330821","1.178(33)","3873.5191","0.0008","3873.5191(8)","24180.2102","1358.354765","2.42(14)E+04","0.10745945463315433","0.005792659584794289","0.1075(58)","","","",""
"14p1/2","9d3/2","2.3017988","0.0635189","2.302(64)","6393.0861","0.0021","6393.086(2)","20541.8890","1133.720458","2.05(11)E+04","0.09129036392914036","0.004931482169764251","0.0913(49)","","","",""
"14p1/2","10d3/2","4.7426396","0.1310083","4.74(13)","10815.6749","0.0060","10815.675(6)","18010.1230","995.005228","1.80(10)E+04","0.08003892345067495","0.0043779919081219565","0.0800(44)","","","",""
"14p1/2","11d3/2","11.5477200","0.3376760","11.55(34)","20139.6929","0.0207","20139.69(2)","16537.5537","967.175336","1.654(97)E+04","0.0734946670319268","0.004251171561074576","0.0735(43)","","","",""
"14p1/2","12d3/2","46.4889900","1.6756970","46.5(17)","51000.7625","0.1326","51000.8(1)","16504.6959","1189.824497","1.65(12)E+04","0.07334864351293208","0.005114909909682926","0.0733(51)","","","",""
"14p3/2","6s1/2","0.0325773","0.0039838","0.0326(40)","328.9564","0.0000","328.9564","15101.5793","3693.471941","1.51(37)E+04","0.062208385578980056","0.014310693057034788","0.062(14)","","","",""
"14p3/2","7s1/2","0.1286209","0.0049873","0.1286(50)","842.9120","0.0003","842.9120(3)","13992.1247","1085.094626","1.40(11)E+04","0.05763817620067917","0.0044146608393729825","0.0576(44)","","","",""
"14p3/2","8s1/2","0.2860001","0.0063699","0.2860(64)","1644.1923","0.0008","1644.1923(8)","9321.4151","415.220007","9.32(42)E+03","0.038397982725364106","0.0018722725957515604","0.0384(19)","","","",""
"14p3/2","9s1/2","0.5661787","0.0070316","0.5662(70)","2866.5613","0.0025","2866.561(2)","6893.3553","171.222681","6.89(17)E+03","0.028396003819709484","0.0009535220341898026","0.02840(95)","","","",""
"14p3/2","10s1/2","1.0823976","0.0125890","1.082(13)","4764.3225","0.0069","4764.323(7)","5487.5374","127.647381","5.49(13)E+03","0.022604976164439246","0.0007367552112712057","0.02260(74)","","","",""
"14p3/2","11s1/2","2.1559302","0.0347619","2.156(35)","7889.9634","0.0187","7889.96(2)","4793.4891","154.579022","4.79(15)E+03","0.019745962239028057","0.0007760183425712602","0.01975(78)","","","",""
"14p3/2","12s1/2","4.7626477","0.0566075","4.763(57)","13691.8836","0.0564","13691.88(6)","4476.2531","106.407002","4.48(11)E+03","0.01843916274377315","0.0006087421155814674","0.01844(61)","","","",""
"14p3/2","13s1/2","14.3669090","0.1815100","14.37(18)","27519.8026","0.2277","27519.8(2)","5016.4681","126.755110","5.02(13)E+03","0.02066448654332596","0.0007031170175479415","0.02066(70)","","","",""
"14p3/2","14s1/2","139.8144600","0.3928200","139.81(39)","98504.7957","2.9174","98505(3)","10359.5137","58.219055","1.0360(58)E+04","0.042674253579509845","0.0010228824644113994","0.0427(10)","","","",""
