"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"11s1/2","9p3/2","8.3908938","0.0517625","8.391(52)","10559.3164","0.1577","10559.3(2)","60582.3822","747.457018","6.058(75)E+04","0.038440767866333006","0.0005031132141836335","0.03844(50)","","","",""
"11s1/2","10p1/2","46.9207650","0.0843570","46.921(84)","37969.2525","2.0388","37969(2)","40744.7200","146.653614","4.074(15)E+04","0.025853363114706845","0.0001696533199800151","0.02585(17)","","","",""
"11s1/2","10p3/2","67.8003750","0.1408820","67.80(14)","39053.1944","2.1569","39053(2)","78186.5076","325.184711","7.819(33)E+04","0.04961094763725006","0.00033778475814411134","0.04961(34)","","","",""
"12s1/2","5p1/2","0.1533667","0.0010443","0.1534(10)","507.2033","0.0001","507.2033(1)","182622.0899","2487.009875","1.826(25)E+05","0.16465760915214245","0.002059898908144695","0.1647(21)","","","",""
"12s1/2","5p3/2","0.2152519","0.0015678","0.2153(16)","513.3901","0.0001","513.3901(1)","346887.6710","5053.153921","3.469(51)E+05","0.3127644338663075","0.003303826765287806","0.3128(33)","","","",""
"12s1/2","6p1/2","0.3421317","0.0022556","0.3421(23)","1165.5243","0.0015","1165.524(1)","74896.2357","987.549275","7.490(99)E+04","0.06752871525398987","0.0009122589886646555","0.06753(91)","","","",""
"12s1/2","6p3/2","0.4751569","0.0033964","0.4752(34)","1176.1496","0.0015","1176.150(1)","140580.0622","2009.719905","1.406(20)E+05","0.12675124320965225","0.0017225316422806438","0.1268(17)","","","",""
"12s1/2","7p1/2","0.6781996","0.0044433","0.6782(44)","2242.2073","0.0054","2242.207(5)","41335.6817","541.630701","4.134(54)E+04","0.03726950293478774","0.0005150975286497015","0.03727(52)","","","",""
"12s1/2","7p3/2","0.9367728","0.0067151","0.9368(67)","2259.9886","0.0055","2259.989(6)","77017.0867","1104.168494","7.70(11)E+04","0.06944093872156387","0.0010041712405539983","0.0694(10)","","","",""
"12s1/2","8p1/2","1.3328955","0.0089421","1.3329(89)","4065.0886","0.0178","4065.09(2)","26792.8848","359.495204","2.679(36)E+04","0.0241572766847506","0.000344572192969204","0.02416(34)","","","",""
"12s1/2","8p3/2","1.8362906","0.0136256","1.836(14)","4096.4786","0.0181","4096.48(2)","49692.1805","737.449774","4.969(74)E+04","0.044803975443585935","0.0006833475091392853","0.04480(68)","","","",""
"12s1/2","9p1/2","2.8559540","0.0184891","2.856(18)","7485.0243","0.0603","7485.02(6)","19704.2576","255.126396","1.970(26)E+04","0.01776595565975749","0.0002473290245057993","0.01777(25)","","","",""
"12s1/2","9p3/2","3.9358015","0.0283722","3.936(28)","7548.7593","0.0614","7548.76(6)","36481.8580","525.977772","3.648(53)E+04","0.0328931484272026","0.0004948319587821057","0.03289(49)","","","",""
"12s1/2","10p1/2","7.9366286","0.0455682","7.937(46)","15599.1396","0.2621","15599.1(3)","16811.5399","193.048971","1.681(19)E+04","0.015157793749269793","0.00019172359278540988","0.01516(19)","","","",""
"12s1/2","10p3/2","11.0040420","0.0717530","11.004(72)","15779.0678","0.2682","15779.1(3)","31224.6632","407.210438","3.122(41)E+04","0.028153102371223634","0.0003907298814630365","0.02815(39)","","","",""
"12s1/2","11p1/2","60.7293530","0.1276120","60.73(13)","55138.6461","3.2745","55139(3)","22287.7550","93.751681","2.2288(94)E+04","0.02009531516360011","0.00014081521948457128","0.02010(14)","","","",""
"12s1/2","11p3/2","87.7054430","0.2007640","87.71(20)","56692.2349","3.4616","56692(3)","42768.0719","195.954986","4.277(20)E+04","0.03856098936216594","0.0002767117111613082","0.03856(28)","","","",""
"13s1/2","5p1/2","0.1287824","0.0003450","0.12878(35)","500.3810","0.0250","500.38(3)*","134105.8748","718.804471","1.3411(72)E+05","0.16353315407820465","0.0008563870826615825","0.16353(86)","","","",""
"13s1/2","5p3/2","0.1807870","0.0005520","0.18079(55)","506.4015","0.0256","506.40(3)*","254968.5606","1557.481374","2.550(16)E+05","0.31091712412092287","0.0014650039091671382","0.3109(15)","","","",""
"13s1/2","6p1/2","0.2790575","0.0012049","0.2791(12)","1130.1173","0.1277","1130.1(1)*","54658.0511","472.363062","5.466(47)E+04","0.06665184132883951","0.0005687774625489761","0.06665(57)","","","",""
"13s1/2","6p3/2","0.3876046","0.0018893","0.3876(19)","1140.1041","0.1300","1140.1(1)*","102702.6504","1001.822574","1.027(10)E+05","0.12523902017417515","0.00111602996424396","0.1252(11)","","","",""
"13s1/2","7p1/2","0.5279843","0.0024804","0.5280(25)","2114.7461","0.4472","2114.7(4)*","29861.0184","281.205112","2.986(28)E+04","0.03641351680764249","0.0003460525466232919","0.03641(35)","","","",""
"13s1/2","7p3/2","0.7291726","0.0039286","0.7292(39)","2130.5562","0.4539","2130.6(5)*","55695.3573","601.200347","5.570(60)E+04","0.06791676700257952","0.000708367578388687","0.06792(71)","","","",""
"13s1/2","8p1/2","0.9613401","0.0046167","0.9613(46)","3664.6413","1.3430","3665(1)*","19023.7880","183.911314","1.902(18)E+04","0.023198238418973654","0.00022872816305081006","0.02320(23)","","","",""
